word_chinese_traditional,aoa_mean,familiar_mean,imagine_mean,concrete_mean,semantic_radical_trans_mean,frequency_log,number_stroke,number_word_forms,number_homophones,number_meanings,aoa_raw,familiar_raw,imagine_raw,concrete_raw,semantic_radical_trans_raw
候,3.65,6.736842105,2.363636364,2.75,NA,2.512002544,10,5,3,3,3.523809524,6.6,2.409090909,2.75,NA
假1,3.526315789,6.631578947,3.909090909,3.85,NA,2.462905826,11,19,1,7,3.285714286,6.35,3.863636364,3.85,NA
做,2.238095238,6.894736842,3.681818182,3.35,NA,3.017774295,11,5,2,1,2.363636364,6.6,3.545454545,3.35,NA
傘,3,6.888888889,6.761904762,6.3,NA,1.828937664,12,3,3,1,3,6.7,6.590909091,6.3,NA
傻,3.666666667,6.684210526,4.636363636,3.9,NA,1.213427704,13,5,0,1,3.666666667,6.6,4.454545455,3.9,NA
兀,6.285714286,4.35,1.523809524,1.65,NA,0.219067971,3,14,2,2,6.285714286,4.35,1.863636364,1.65,NA
允,3.80952381,6.473684211,1.857142857,2.75,NA,1.561808933,4,8,4,3,3.681818182,6.3,2.181818182,2.75,NA
兄,2,6.842105263,4.909090909,5.25,NA,2.03839959,5,9,5,1,2.318181818,6.75,4.791666667,5.25,NA
充,3.428571429,6.684210526,2.681818182,3.6,NA,2.366943673,6,16,13,8,3.428571429,6.4,2.652173913,3.6,NA
兆,4.55,5.55,2.272727273,2.1053,NA,1.725092662,6,7,3,3,4.363636364,5.55,2.181818182,2.35,NA
兇,3.857142857,6.45,4.090909091,4.35,NA,1.957771829,6,8,5,2,3.863636364,6.45,3.875,4.35,NA
先,2.714285714,7,2.772727273,2,NA,2.949993443,6,16,2,2,2.727272727,6.8,2.863636364,2.25,NA
光,2.238095238,6.8,6.285714286,5.6316,NA,2.743610655,6,7,1,3,2.363636364,6.8,6.045454545,5.4,NA
克,3.428571429,6.35,2.863636364,3.1,NA,2.700094277,7,10,2,3,3.428571429,6.35,3.136363636,3.1,NA
免,3.523809524,6.684210526,3.090909091,2.5,NA,2.557909876,8,10,4,2,3.5,6.4,3,2.5,NA
兒,2.428571429,6.8,4.727272727,4.45,NA,2.894831535,8,7,16,2,2.428571429,6.8,4.590909091,4.45,NA
兔,2.619047619,6.842105263,6.142857143,6.7368,NA,1.357115877,9,6,2,1,2.727272727,6.7,5.954545455,6.55,NA
兜,3.952380952,5.1,4.681818182,4.75,NA,1.376553986,11,11,0,4,3.952380952,5.1,4.52173913,4.75,NA
入,1.904761905,6.789473684,4.5,3.95,NA,3.328336174,2,6,0,1,2,6.5,4.409090909,3.95,NA
內,3.333333333,6.789473684,3.636363636,3.65,NA,3.293542294,4,17,2,1,3.333333333,6.7,3.818181818,3.65,NA
全,3.285714286,6.578947368,2.954545455,2.5789,NA,3.21259664,6,11,7,5,3.285714286,6.35,3.136363636,2.8,NA
兩,1.904761905,6.736842105,4.772727273,4.25,NA,3.362087811,8,3,1,2,1.904761905,6.45,4.545454545,4.25,NA
八,1,6.85,4.272727273,4.7,NA,2.904939676,2,5,0,1,1.090909091,6.85,4.181818182,4.7,NA
公,2.523809524,6.842105263,4.545454545,4.4,NA,3.393015163,4,7,10,4,2.523809524,6.75,4.608695652,4.4,NA
六,1.476190476,6.888888889,4.545454545,4.5,NA,3.013286088,4,11,10,1,1.476190476,6.6,4.272727273,4.5,NA
兮,6.55,3.9,1.714285714,1.2105,NA,0.340490134,4,7,1,2,6.428571429,3.9,1.863636364,1.35,NA
共,3.095238095,6.789473684,2.363636364,2.4,NA,2.808927528,6,8,0,2,3.095238095,6.65,2.545454545,2.4,NA
兵,3.526315789,6.526315789,5.590909091,5.45,NA,2.30525552,7,7,2,1,3.285714286,6.3,5.391304348,5.45,NA
其,3.047619048,6.842105263,1.571428571,1.6316,NA,3.355543047,8,9,18,2,3.090909091,6.75,1.75,1.9,NA
具,3.285714286,6.736842105,3.136363636,3.05,NA,2.502806776,8,6,6,2,3.318181818,6.5,3,3.05,NA
典,3.9,6.473684211,3.272727273,3.1,NA,2.147827126,8,14,1,2,3.818181818,6.3,3.041666667,3.1,NA
兼,4.714285714,6.35,1.857142857,2.3,NA,2.391265869,10,3,0,1,4.714285714,6.35,2.045454545,2.3,NA
冇,3.142857143,6.736842105,4.136363636,3.4,NA,2.477558493,4,0,7,NA,3.136363636,6.45,3.863636364,3.4,NA
冉,6.4,3.95,1.761904762,1.5,NA,0.028736273,5,1,2,1,6.272727273,3.95,2,1.5,NA
冊,3.238095238,5.8,4.545454545,5,NA,1.871501481,5,4,3,2,3.238095238,5.8,4.454545455,5,NA
再,2.904761905,7,1.428571429,1.7368,NA,3.09520197,6,7,1,1,2.904761905,6.9,1.590909091,1.95,NA
冒,3.523809524,6.3,3.590909091,2.3684,NA,1.99169721,9,7,8,4,3.523809524,6.3,3.782608696,2.55,NA
冤,5.15,6.315789474,3,3.7,NA,1.255980055,11,9,3,4,4.952380952,6.15,3.045454545,3.7,NA
冥,5.333333333,5.65,3.181818182,2.4211,NA,0.896498298,10,6,3,6,5.333333333,5.65,3.363636364,2.65,NA
冬,2.047619048,6.947368421,5.619047619,5.15,NA,2.011572626,5,14,2,1,2.047619048,6.85,5.272727273,5.15,NA
冰,2.619047619,6.842105263,6.761904762,6.8333,NA,2.224151569,6,18,2,1,2.619047619,6.75,6.434782609,6.55,NA
几,3.761904762,6.157894737,2.454545455,2,NA,0.361174733,2,3,13,1,3.761904762,5.9,2.590909091,2.25,NA
凡,3.857142857,6.631578947,3.045454545,2.1,NA,1.79644857,3,5,5,2,3.857142857,6.5,3.227272727,2.1,NA
凶,3.8,6.526315789,4.909090909,3.95,NA,1.146007569,4,5,5,2,3.952380952,6.3,4.863636364,3.95,NA
凸,3.428571429,6.45,5,5.05,NA,1.394691996,5,6,1,1,3.318181818,6.45,5,5.05,NA
凹,4.285714286,6.631578947,5.090909091,5.8947,NA,0.953015559,5,6,2,1,4.285714286,6.45,5.090909091,5.7,NA
出,2.333333333,6.85,4.409090909,4.1,NA,3.681719516,6,18,1,1,2.333333333,6.85,4.434782609,4.1,NA
函,5.19047619,5.75,3.954545455,4.45,NA,1.089434113,8,8,4,4,5.19047619,5.75,3.863636364,4.45,NA
刀,2.571428571,6.842105263,6.454545455,6.4737,NA,2.220257149,2,15,2,2,2.571428571,6.7,6.347826087,6.3,NA
刁,4.523809524,5.789473684,2.5,1.7895,NA,0.935878804,2,7,7,2,4.523809524,5.55,2.5,2.05,NA
刃,4.857142857,5.75,5.761904762,5.1,NA,0.761130033,3,7,6,1,4.857142857,5.75,5.545454545,5.1,NA
分1,2.571428571,6.944444444,3.363636364,3.3,NA,3.315708919,4,29,13,4,2.590909091,6.75,3.5,3.3,NA
列,3.9,6.526315789,3.863636364,2.85,NA,2.640592291,6,5,4,6,4.047619048,6.25,3.590909091,2.85,NA
初,3.047619048,6.578947368,2.772727273,2.95,NA,2.681224359,8,28,4,2,3.047619048,6.3,2.727272727,2.95,NA
別,3.428571429,6.7,1.3,1.4737,NA,2.903739627,7,7,0,2,3.428571429,6.7,1.590909091,1.6,NA
利,3.333333333,6.789473684,2.545454545,2.55,NA,3.163335672,7,11,5,2,3.333333333,6.65,2.5,2.55,NA
到,2.80952381,6.947368421,2.545454545,2.7,NA,3.575433133,8,12,2,4,2.80952381,6.85,2.545454545,2.7,NA
制,4.5,6.684210526,2.409090909,3.1,NA,2.869876664,9,12,6,2,4.333333333,6.5,2.318181818,3.1,NA
刷,3.19047619,6.789473684,5.045454545,5.35,NA,1.38476213,8,6,2,4,3.19047619,6.65,4.863636364,5.35,NA
則,4.15,6.65,2.272727273,1.75,NA,2.958882671,9,3,2,2,4,6.65,2.304347826,1.75,NA
前,2.761904762,7,4.545454545,3.5,NA,3.536501095,9,25,2,2,2.761904762,6.8,4.363636364,3.5,NA
力,2.380952381,7,4.090909091,3.9,NA,3.313116242,2,15,3,1,2.380952381,6.9,4.272727273,3.9,NA
加,2.476190476,6.947368421,3.318181818,3.6,NA,3.280483966,5,6,5,2,2.5,6.85,3.041666667,3.6,NA
劣,4.523809524,6.421052632,2.954545455,2.85,NA,1.745990586,6,14,0,4,4.523809524,6.25,2.954545455,2.85,NA
助,3.19047619,6.842105263,3,3.35,NA,2.876170109,7,14,2,1,3.19047619,6.75,3.090909091,3.35,NA
劫,4.285714286,6.25,4.272727273,4.15,NA,1.819549027,7,4,1,3,4.285714286,6.25,4.181818182,4.15,NA
勞,3.904761905,6.894736842,4.045454545,3.05,NA,2.264517144,12,15,11,1,3.904761905,6.8,3.863636364,3.05,NA
勺,4,6.05,5.857142857,4.9,NA,-0.230901037,3,2,7,4,4,6.05,5.590909091,4.9,NA
勻,4.80952381,5.65,2.954545455,2.7,NA,1.116872362,4,3,7,2,4.80952381,5.65,3.045454545,2.7,NA
勾,3.857142857,6.2,5.045454545,4.8,NA,1.41878777,4,4,1,1,3.857142857,6.2,5.045454545,4.8,NA
勿,3.142857143,6.65,1.80952381,2.8,NA,1.707254652,4,6,4,3,3.142857143,6.65,2.136363636,2.8,NA
包,2.380952381,7,5.590909091,5.55,NA,2.912198966,5,12,4,4,2.409090909,6.9,5.208333333,5.55,NA
匆,4.05,6.35,3.409090909,3.2,NA,1.556043878,5,4,13,1,3.904761905,6.35,3.363636364,3.2,NA
匕,5.285714286,5.8,5.227272727,4.95,NA,-0.005121994,2,1,5,4,5.285714286,5.8,5.181818182,4.95,NA
北,3,6.947368421,4.090909091,4.95,NA,2.832551739,5,7,0,2,3,6.8,3.909090909,4.95,NA
匠,4.80952381,6,5.409090909,4.85,NA,0.986582907,6,1,5,4,4.80952381,6,5.409090909,4.85,NA
匯,5.3,6.25,3.545454545,2.8,NA,1.985144844,13,7,4,1,5.227272727,6.25,3.363636364,2.8,NA
區1,3.8,6.842105263,3.409090909,3.4,NA,3.03808092,11,3,6,2,3.904761905,6.75,3.272727273,3.4,NA
十,1,7,4.454545455,4.45,NA,3.409742993,2,6,1,1,1.090909091,6.9,4.454545455,4.45,NA
千,2.333333333,6.842105263,3.863636364,3.95,NA,2.903710669,3,14,2,1,2.333333333,6.75,3.863636364,3.95,NA
卅,5.9,3.4,2.727272727,3.05,NA,1.538274807,4,0,6,2,5.666666667,3.4,2.818181818,3.05,NA
升,3.142857143,6.894736842,4.136363636,4.65,NA,2.839858653,4,6,9,2,3.142857143,6.8,3.954545455,4.65,NA
午,1.952380952,6.894736842,3.636363636,3.95,NA,2.563238318,4,10,3,2,1.952380952,6.8,3.545454545,3.95,NA
卉,5,5.3,3.045454545,2.95,NA,0.748895577,5,1,7,1,5,5.3,3.130434783,2.95,NA
半,2.619047619,6.842105263,4.454545455,4.1,NA,2.791546081,5,45,0,1,2.619047619,6.75,4.260869565,4.1,NA
卑,4.4,6.526315789,3.136363636,2.7,NA,1.122157958,8,6,2,3,4.090909091,6.35,3.227272727,2.7,NA
卒,4.95,5.95,4.5,4.55,NA,0.900892546,8,9,0,2,4.761904762,5.95,4.454545455,4.55,NA
卓,3.476190476,6.263157895,2.272727273,1.8421,NA,1.996401231,8,14,7,7,3.476190476,6,2.173913043,2.1,NA
南,3,6.789473684,4.409090909,3.95,NA,2.794758526,9,4,4,1,3.045454545,6.5,4.181818182,3.95,NA
博,4.380952381,6.315789474,3.227272727,2.55,NA,2.520553037,12,13,5,4,4.380952381,6.05,3.090909091,2.55,NA
卜,4.476190476,5.8,2.545454545,2.4211,NA,1.38667112,2,15,0,2,4.476190476,5.8,2.590909091,2.65,NA
占,4.142857143,6.2,3.227272727,3.25,NA,1.690075613,5,5,4,2,4.142857143,6.2,3.363636364,3.25,NA
卡1,2.333333333,6.736842105,5.181818182,4.85,NA,2.527322482,5,7,1,1,2.333333333,6.55,5.136363636,4.85,NA
卧,4.2,6.263157895,5.363636364,5,NA,0.942550126,8,0,2,NA,4.045454545,6.05,5.166666667,5,NA
印,2.9,6.789473684,4.681818182,5.15,NA,2.43000754,6,11,0,2,3.095238095,6.65,4.454545455,5.15,NA
危,3.476190476,6.888888889,3.818181818,3.2,NA,2.323808325,6,18,2,2,3.476190476,6.7,3.695652174,3.2,NA
即,3.523809524,6.684210526,1.3,1.75,NA,3.005807948,7,8,12,3,3.523809524,6.4,1.608695652,1.75,NA
卵,4.857142857,6.1,5.772727273,5.4,NA,1.205550754,7,7,0,4,4.863636364,6.1,5.681818182,5.4,NA
卸,5.238095238,6,4.090909091,4.15,NA,1.457276004,8,7,3,1,5.238095238,6,4.181818182,4.15,NA
卿,5.476190476,5.2,3.136363636,2.6,NA,1.427977215,10,3,5,2,5.476190476,5.2,3.217391304,2.6,NA
厄,5.380952381,5.85,2.636363636,2.85,NA,1.064166012,4,5,2,2,5.380952381,5.85,2.681818182,2.85,NA
厚,3,6.65,5.136363636,5.15,NA,1.987896961,9,10,0,3,3,6.65,4.863636364,5.15,NA
原,3.523809524,6.578947368,2.333333333,2.45,NA,2.88618939,10,7,17,3,3.523809524,6.3,2.5,2.45,NA
厭,4.35,6.684210526,3.545454545,3.2,NA,1.554752294,14,11,0,3,4.19047619,6.4,3.608695652,3.2,NA
厲,4,6.263157895,2.772727273,1.95,NA,1.631338794,14,4,5,4,4.045454545,6,2.590909091,1.95,NA
去,1.714285714,6.789473684,3.727272727,3.4,NA,3.214221765,5,8,0,2,1.714285714,6.55,3.727272727,3.4,NA
又,2.428571429,6.842105263,1.3,1.6842,NA,3.114570717,2,6,4,2,2.428571429,6.75,1.954545455,1.9,NA
叉,2.761904762,6.684210526,6.227272727,5.55,NA,1.328679173,3,6,1,3,2.681818182,6.55,5.916666667,5.55,NA
及,2.857142857,6.736842105,1.523809524,1.5789,NA,3.580811035,4,9,0,3,2.857142857,6.45,1.863636364,1.85,NA
友,2.857142857,6.888888889,4.590909091,3.55,NA,3.070247386,4,6,4,2,2.857142857,6.7,4.5,3.55,NA
反,2.857142857,6.894736842,3.909090909,3.65,NA,3.060901568,4,23,2,3,2.857142857,6.8,3.818181818,3.65,NA
取,3.285714286,6.842105263,3.636363636,4.2,NA,2.965852784,8,10,2,2,3.285714286,6.75,3.590909091,4.2,NA
受,3.473684211,6.947368421,2.727272727,2.65,NA,3.198021195,8,29,3,6,3.476190476,6.85,2.818181818,2.65,NA
口,1,7,6.761904762,6.2,NA,2.913489168,3,6,0,1,1.19047619,6.9,6.636363636,6.2,NA
古,2.571428571,6.894736842,4.318181818,3,NA,2.562603617,5,7,5,2,2.571428571,6.8,4.318181818,3,NA
另,3.380952381,6.684210526,1.863636364,1.7895,NA,2.880178088,5,2,2,2,3.380952381,6.4,1.826086957,2,NA
叩,4.95,5.25,4.545454545,4.35,NA,0.967005757,5,6,4,3,4.761904762,5.25,4.5,4.35,NA
只,2.666666667,6.947368421,1.3,1.7895,NA,3.158812606,5,8,18,2,2.681818182,6.85,1.954545455,2,NA
可,2.333333333,6.894736842,1.333333333,2.1,NA,3.508883405,5,14,0,1,2.333333333,6.75,1.590909091,2.1,NA
台,2.952380952,6.6,4.772727273,3.9,NA,3.070089475,5,0,4,2,2.952380952,6.6,4.772727273,3.9,NA
史,3.619047619,6.631578947,3,3.05,NA,2.579300921,5,6,2,2,3.619047619,6.35,3.136363636,3.05,NA
右,1.476190476,7,4.409090909,4.75,NA,2.346851804,5,5,4,1,1.476190476,6.95,4.272727273,4.75,NA
司,3.333333333,6.631578947,2.523809524,2.0526,NA,3.016190254,5,13,13,2,3.333333333,6.5,2.782608696,2.25,NA
各,3.238095238,6.7,2.409090909,2.2632,NA,2.782625605,6,3,5,2,3.238095238,6.7,2.545454545,2.5,NA
合,3.25,6.894736842,3.545454545,3.7,NA,3.21415801,6,15,3,2,3.333333333,6.7,3.590909091,3.7,NA
吉,2.761904762,6.631578947,3.5,3.75,NA,1.983340544,6,9,1,2,2.761904762,6.45,3.434782609,3.75,NA
吊,3.35,6.6,5.5,5,NA,1.709977511,6,6,2,2,3.523809524,6.6,5.52173913,4.8,NA
同,2.333333333,6.789473684,2.181818182,1.9474,NA,3.393671679,6,12,10,5,2.333333333,6.55,2.272727273,2.2,NA
名,2.142857143,7,2.523809524,3.9,NA,3.40987844,6,7,3,3,2.142857143,6.8,2.545454545,3.9,NA
后,2.857142857,6.526315789,4.772727273,3.8,NA,1.971240379,6,5,3,1,2.857142857,6.35,4.727272727,3.8,NA
向,3.095238095,6.842105263,3.772727273,2.4737,NA,3.113616272,6,8,2,3,3.095238095,6.55,3.695652174,2.7,NA
君,4.1,6.3,3.863636364,4.2,NA,2.00462741,7,5,4,2,3.952380952,6.3,4,4.2,NA
吠,3.666666667,6.2,5.272727273,5.15,NA,0.55378108,7,3,0,1,3.666666667,6.2,5,5.15,NA
否,3.75,6.894736842,3,3.1,NA,2.869391165,7,11,1,2,3.619047619,6.8,3.086956522,3.1,NA
吳,3.285714286,6.4,2.272727273,1.4737,NA,2.375773407,7,4,4,2,3.285714286,6.4,2.304347826,1.7,NA
吹,2.476190476,6.842105263,5.136363636,5.45,NA,1.837959195,7,13,6,5,2.476190476,6.75,5,5.45,NA
呂,4,6.25,2.409090909,1.3684,NA,1.779244668,7,1,9,3,4.285714286,6.25,2.5,1.6,NA
呆,3.952380952,6.736842105,4.681818182,4.4,NA,1.07601114,7,7,1,2,3.952380952,6.6,4.652173913,4.4,NA
告,2.904761905,6.944444444,2.954545455,3.5,NA,2.945177061,7,17,0,2,2.909090909,6.75,2.666666667,3.5,NA
周,3.238095238,6.526315789,1.857142857,1.6842,NA,3.14380566,8,7,6,5,3.227272727,6.25,2.136363636,1.9,NA
命,3.473684211,6.894736842,3.5,3.85,NA,2.604991217,8,9,0,3,3.476190476,6.8,3.363636364,3.85,NA
咎,5.80952381,4.85,2.409090909,1.95,NA,1.18331239,8,8,9,4,5.80952381,4.85,2.5,1.95,NA
咒,4.19047619,6.25,4.954545455,4.6,NA,1.113312551,14,6,3,NA,4.19047619,6.25,4.956521739,4.6,NA
咸,3.619047619,6.1,2.681818182,3.85,NA,1.827559497,9,13,4,3,3.619047619,6.1,2.727272727,3.85,NA
品,2.55,6.842105263,3.090909091,2.3684,NA,2.946648579,9,12,1,3,2.714285714,6.55,3.090909091,2.6,NA
哥,1.714285714,6.894736842,5.227272727,5.8,NA,2.574507132,10,1,1,2,1.714285714,6.8,5.045454545,5.8,NA
哭,2.333333333,6.947368421,5.727272727,6.15,NA,1.80670653,10,17,0,2,2.454545455,6.85,5.708333333,6.15,NA
唐,3.95,6.421052632,2.863636364,1.85,NA,1.953790393,10,7,9,6,3.80952381,6.2,2.863636364,1.85,NA
售,3.85,6.888888889,4.181818182,4.4,NA,2.582133783,11,8,3,1,3.714285714,6.7,4.181818182,4.4,NA
啓,4.047619048,6,1.952380952,2.1579,NA,0.657125203,11,0,1,NA,4.047619048,5.75,2.260869565,2.4,NA
啟,4.2,6.526315789,2.727272727,3.45,NA,2.228697034,11,12,1,2,4.047619048,6.4,2.681818182,3.45,NA
啥,4.619047619,5.65,1.666666667,1.5263,NA,0.537265992,11,0,3,NA,4.619047619,5.65,2.090909091,1.8,NA
善,3.842105263,6.888888889,2.681818182,3.1,NA,2.521356995,12,5,5,2,3.636363636,6.7,2.625,3.1,NA
喜,3,6.947368421,4.409090909,4.15,NA,2.618825407,12,6,3,2,3,6.8,4.227272727,4.15,NA
喪1,4.761904762,6.3,4.090909091,3.35,NA,1.71200851,12,17,0,3,4.772727273,6.3,3.954545455,3.35,NA
喬,4.65,6.1,2.227272727,1.95,NA,1.538274807,12,4,4,2,4.761904762,6.1,2.454545455,1.95,NA
單1,2.904761905,6.894736842,3.545454545,4.15,NA,2.934235329,12,15,1,4,2.904761905,6.8,3.363636364,4.15,NA
嗇,5.25,5.4,2.818181818,2.25,NA,0.471999261,13,3,20,3,5.142857143,5.4,2.545454545,2.25,NA
嗯,3.142857143,6.421052632,2.5,1.5789,NA,0.089434113,13,0,3,1,3.142857143,6.15,2.545454545,1.85,NA
器,3.75,6.35,5.045454545,4.35,NA,2.37786804,16,9,5,1,3.857142857,6.35,5,4.35,NA
噩,4.904761905,5.95,3.454545455,3.5,NA,1.155841071,16,5,9,3,4.904761905,5.95,3.565217391,3.5,NA
嚏,4.761904762,4.9,3.863636364,3.85,NA,0.329766269,17,2,4,1,4.761904762,4.9,3.727272727,3.85,NA
嚴,3.904761905,6.526315789,2.285714286,3.3,NA,2.570783255,20,10,6,3,3.904761905,6.4,2.5,3.3,NA
囂,5.238095238,5.65,3.909090909,2.45,NA,1.026559354,21,2,5,2,5.238095238,5.65,3.739130435,2.45,NA
囊,5.428571429,5.3,4.181818182,4.45,NA,1.492629262,22,4,0,1,5.428571429,5.3,4.136363636,4.45,NA
囍,4.6,6.15,5,5,NA,0.881521142,24,0,3,NA,4.428571429,6.15,5.086956522,5,NA
囚,4.761904762,6.789473684,5.090909091,5,NA,1.696422655,5,5,7,1,4.761904762,6.65,5.045454545,5,NA
四,1,7,4.272727273,4.4,NA,3.224497593,5,9,0,1,1.095238095,6.9,4.227272727,4.4,NA
回,2.80952381,6.947368421,2.909090909,3.2,NA,3.11789043,6,18,3,8,2.80952381,6.85,3.136363636,3.2,NA
因,2.761904762,7,2.181818182,2.4,NA,3.256802826,6,14,8,3,2.761904762,6.9,2.260869565,2.4,NA
囡,4.619047619,6.55,4.772727273,5,NA,1.615042208,6,1,4,1,4.619047619,6.55,4.782608696,5,NA
囪,5.238095238,4.5,3.909090909,4.2,NA,0.252751085,7,1,13,1,5.181818182,4.5,3.875,4.2,NA
困,3.571428571,6.526315789,4.772727273,4.6,NA,2.242652283,7,12,1,6,3.571428571,6.3,4.739130435,4.6,NA
國,2.666666667,6.842105263,5.090909091,4.8,NA,3.61997345,11,18,2,3,2.666666667,6.7,5.086956522,4.8,NA
圖,2.80952381,6.6,5.318181818,5.45,NA,2.872249352,14,5,13,4,2.80952381,6.6,5.318181818,5.45,NA
土,1.857142857,6.894736842,5.636363636,5.45,NA,2.411518513,3,5,2,2,1.857142857,6.8,5.565217391,5.45,NA
在,2.523809524,7,2.272727273,1.8,NA,3.832084119,6,10,0,1,2.523809524,6.8,2.5,1.8,NA
圭,6.142857143,4.1,2.227272727,1.4737,NA,1.501127001,6,6,4,3,6.142857143,4.1,2.363636364,1.7,NA
均,3.952380952,6.55,3.5,2.6,NA,2.66099105,7,6,4,8,3.952380952,6.55,3.434782609,2.6,NA
坍,5.9,3.4,2.454545455,2.6,NA,0.301737545,7,2,3,2,5.681818182,3.4,2.545454545,2.6,NA
坐,2.428571429,7,5.476190476,5.3,NA,2.388476921,7,12,2,5,2.428571429,6.9,5.136363636,5.3,NA
垂,4.45,6.2,4.681818182,4.4,NA,1.359657104,9,19,2,6,4.285714286,6.2,4.636363636,4.4,NA
域,4.904761905,5.95,3.818181818,3.6,NA,2.147331638,11,9,0,2,4.904761905,5.95,3.636363636,3.6,NA
執,4.25,6.473684211,3.272727273,3.55,NA,2.548400227,11,12,1,3,4.136363636,6.35,3.181818182,3.55,NA
堅,3.952380952,6.789473684,3.636363636,3.65,NA,2.418212457,11,20,1,5,3.952380952,6.65,3.590909091,3.65,NA
堯,5.476190476,4.5,1.666666667,1.3684,NA,1.322098828,12,3,8,4,5.476190476,4.5,2.043478261,1.55,NA
報,3.333333333,6.631578947,4.318181818,4.25,NA,3.372223643,12,12,4,2,3.333333333,6.45,4.363636364,4.25,NA
塵,3.761904762,6.55,5.363636364,5.65,NA,1.476281894,14,12,1,3,3.818181818,6.55,5.318181818,5.65,NA
墨,4.380952381,6.578947368,5.857142857,5.4,NA,1.834576822,16,5,6,4,4.380952381,6.4,5.590909091,5.4,NA
壆,6.7,2.8,2.954545455,3.1,NA,0.895023612,16,0,5,0,6.571428571,2.8,2.818181818,3.1,NA
士,3,6.35,3.909090909,2.8,NA,3.107374312,3,3,10,5,3,6.35,3.909090909,2.8,NA
壹,4.571428571,6.105263158,3.954545455,4,NA,1.591623654,12,0,1,3,4.571428571,5.9,4.043478261,4,NA
壺,3.952380952,6.15,6.476190476,5.75,NA,1.050958378,12,3,11,6,3.954545455,6.15,6.272727273,5.75,NA
壽,4.571428571,6.368421053,3.545454545,3.25,NA,1.706343226,14,4,3,4,4.571428571,6.2,3.772727273,3.25,NA
夏,2.666666667,6.944444444,5.318181818,5.5,NA,2.216538912,10,7,2,6,2.666666667,6.75,5.272727273,5.5,NA
夕,3.857142857,6.578947368,4.909090909,4.2,NA,1.660940406,3,8,10,3,3.857142857,6.45,4.909090909,4.2,NA
外,2.428571429,6.842105263,3.5,3.9,NA,3.309098353,5,4,1,4,2.428571429,6.75,3.636363636,3.9,NA
多,2.095238095,6.789473684,4.727272727,4.55,NA,3.494160024,6,5,0,5,2.095238095,6.5,4.565217391,4.55,NA
夜,2.80952381,6.842105263,5.714285714,5.35,NA,2.392630171,8,30,1,3,2.80952381,6.7,5.318181818,5.35,NA
大,1.476190476,6.85,5.136363636,4.9,NA,3.7776894579999998,3,4,0,4,1.476190476,6.85,5.318181818,4.9,NA
天,1.380952381,6.944444444,6.428571429,5.95,NA,3.221241003,4,7,0,6,1.380952381,6.75,6.227272727,5.95,NA
夫,3.5,6.684210526,4.363636364,4.25,NA,2.6684966,4,8,9,2,3.380952381,6.5,4.636363636,4.25,NA
夭,5.095238095,5.65,2.909090909,2.5,NA,0.88907428,4,8,4,1,5.095238095,5.65,3,2.5,NA
央,3.9,6.1,2.954545455,2.75,NA,2.562095187,5,4,3,4,4.047619048,6.1,2.909090909,2.75,NA
失,3.45,6.842105263,3.5,3.3,NA,2.90580512,5,10,5,10,3.333333333,6.55,3.363636364,3.3,NA
夷,5.761904762,5.15,2.772727273,2.25,NA,1.199730975,6,10,16,3,5.761904762,5.15,2.818181818,2.25,NA
夾,3.333333333,6.55,5.727272727,5.3158,NA,1.801424628,7,7,5,3,3.333333333,6.55,5.681818182,5.1,NA
奀,6.1,4.25,3,2.5,NA,0.60851987,7,0,0,0,5.952380952,4.25,3.045454545,2.5,NA
奄,5.142857143,5.55,3.681818182,2.75,NA,0.808693324,8,4,3,1,5.142857143,5.55,3.681818182,2.75,NA
奇1,3.428571429,6.947368421,3.636363636,2.3158,NA,2.42763068,8,16,18,10,3.428571429,6.8,3.545454545,2.55,NA
奈,4.714285714,6.210526316,2.727272727,2.15,NA,1.773615745,8,4,2,3,4.714285714,5.95,2.739130435,2.15,NA
奉,4.571428571,6.45,3.5,3.1,NA,1.657380595,8,20,1,9,4.571428571,6.45,3.409090909,3.1,NA
奏,4.142857143,6.263157895,4.045454545,3.75,NA,1.726619182,9,6,3,3,4.142857143,6.05,4.090909091,3.75,NA
奐,6.05,5.05,2.181818182,1.5263,NA,0.376066288,9,3,6,4,5.954545455,5.05,2.363636364,1.75,NA
奔,3.428571429,6.35,4.909090909,4.25,NA,1.578964626,8,6,6,4,3.428571429,6.35,4.727272727,4.25,NA
套,4.05,6.65,5.136363636,4.5,NA,2.281831859,10,3,2,0,3.904761905,6.65,5.045454545,4.5,NA
奚,5.619047619,5.526315789,2.818181818,2.4,NA,0.239589639,10,2,1,6,5.619047619,5.3,2.909090909,2.4,NA
奠,5.571428571,5.65,4.227272727,4.1,NA,1.062160029,12,4,7,2,5.571428571,5.65,4.227272727,4.1,NA
奧,4.761904762,6.5,1.619047619,1.5,NA,2.585972709,13,12,2,6,4.761904762,6.5,1.772727273,1.5,NA
奮,4.047619048,6.578947368,4.045454545,3.2,NA,1.897527606,16,6,2,4,4.047619048,6.45,4.043478261,3.2,NA
女,1.2,6.65,6.333333333,6.2105,NA,3.297968937,3,7,1,2,1.333333333,6.65,6.090909091,6,NA
奴,4.428571429,6.210526316,5,4.7,NA,2.199730975,5,9,0,4,4.363636364,5.95,4.909090909,4.7,NA
好1,2,6.842105263,3.727272727,3.55,NA,3.351931633,6,19,0,7,2,6.55,3.739130435,3.55,NA
