word_german,valence_mean,valence_sd,arousal_mean,arousal_sd,concrete_mean,concrete_sd,frequency,length,syllables,valence_mean_female,valence_sd_female,arousal_mean_female,arousal_sd_female,concrete_mean_female,concrete_sd_female,valence_mean_male,valence_sd_mean,arousal_mean_male,arousal_sd_mean,concrete_mean_male,concrete_sd_male
Raub,3.171875,2.573088,5.796875,2.476427,5.333333,2.70006,12,4,1,3.272727,2.61334,5.939394,2.397126,5.71875,2.452574,3.064516,2.568209,5.645161,2.5890590000000002,4.935484,2.920451
Räuber,3.555556,2.441429,5.671875,2.343886,3.444444,2.277363,11,6,2,3.71875,2.517479,5.818182,2.615513,3.5625,2.18407,3.387097,2.389943,5.516129,2.04729,3.322581,2.399821
Rechner,5.328125,1.414827,2.596774,2.161206,2.222222,1.708087,11,7,2,4.969697,1.07485,2.16129,2.018197,2.3125,1.839311,5.709677,1.636939,3.032258,2.24327,2.129032,1.586231
Regal,4.984375,0.487696,1.934426,1.641837,1.492064,1.07573,13,5,2,5,0.612372,2.3,2.151984,1.375,0.906962,4.967742,0.314523,1.580645,0.807225,1.612903,1.229564
Reichtum,6,2.132695,4.904762,2.460752,6.774194,2.524758,11,8,2,5.939394,2.304064,4.625,2.498387,7.3125,2.023053,6.066667,1.964045,5.193548,2.427885,6.2,2.893512
Reife,5.859375,1.909601,4.555556,2.48075,7.451613,1.96425,13,5,2,5.69697,1.960307,4.545455,2.412091,7.6875,1.654661,6.032258,1.870541,4.566667,2.595531,7.2,2.249904
Reifung,6.080645,1.560773,3.46875,2.189214,7.741936,1.745584,16,7,2,6.03125,1.596051,3.515152,2.360101,7.6875,1.839311,6.133333,1.547709,3.419355,2.029355,7.8,1.669194
Reise,6.548387,2.427151,5.596774,2.595454,5.52381,2.576927,9,5,2,6.46875,2.462419,5.818182,2.615513,6.1875,2.191442,6.633333,2.428045,5.344828,2.594993,4.83871,2.794003
Reiz,6.047619,1.790914,5.90625,2.244703,7.290323,2.168229,11,4,1,5.878788,1.883441,5.878788,2.509452,7.5,2.140244,6.233333,1.695498,5.935484,1.96529,7.066667,2.211776
Rekord,6.109375,2.00093,4.25,2.690371,6.193548,2.774821,11,6,2,5.787879,1.89996,4.030303,2.615875,6.78125,2.561934,6.451613,2.079082,4.483871,2.791308,5.566667,2.896887
Reptil,4.75,1.414214,3.640625,2.228012,2.241936,1.585648,16,6,2,4.454546,1.582935,3.787879,2.484421,2.15625,1.37041,5.064516,1.152837,3.483871,1.947151,2.333333,1.806756
Ressort,5.25,0.92582,2.196721,1.720656,5.645161,2.931439,10,7,2,5.212121,0.992395,2.354839,2.042032,5.96875,2.788043,5.290323,0.86385,2.033333,1.325697,5.3,3.086679
Retter,6.396825,2.268577,5.142857,2.583179,4.650794,2.502636,12,6,2,6.393939,2.423058,5.060606,2.737921,4.78125,2.432765,6.4,2.127002,5.233333,2.445028,4.516129,2.606031
Rettung,6.234375,2.06053,5.619048,2.497925,6.5,2.447816,10,7,2,6.242424,2.236491,5.787879,2.631036,6.354839,2.456941,6.225807,1.892259,5.433333,2.373464,6.645161,2.470471
Riegel,4.984375,1.147699,2.387097,1.858563,2.301587,1.810676,13,6,2,5.090909,1.182255,2.25,1.951013,2.1875,1.856766,4.870968,1.117794,2.533333,1.775957,2.419355,1.784642
Röhre,4.640625,1.103633,2.5625,2.014826,2.793651,2.208187,13,5,2,4.484849,1.325736,3,2.345208,2.875,2.254029,4.806452,0.792437,2.096774,1.491193,2.709677,2.193833
Roman,5.492064,1.924989,3.698413,2.076248,3.322581,2.714709,9,5,2,5.46875,2.124881,3.8125,2.249552,3.8125,2.988553,5.516129,1.729566,3.580645,1.910919,2.8,2.325273
Rose,6.403226,2.176323,4.78125,2.528999,1.349206,0.626272,12,4,2,6.34375,2.404423,4.757576,2.692934,1.28125,0.581121,6.466667,1.942862,4.806452,2.386341,1.419355,0.672022
Rotz,3.53125,2.260557,5.265625,2.331579,3.741936,2.810609,17,4,1,3.424242,2.500379,5.454546,2.00142,3.774194,2.801305,3.645161,2.009119,5.064516,2.657511,3.709677,2.865816
Ruder,5.359375,1.089156,2.409836,1.935433,1.507937,1.029767,13,5,2,5.424242,0.969223,2.5,2.271847,1.4375,0.800705,5.290323,1.216376,2.310345,1.5143,1.580645,1.232185
Ruhe,6.46875,2.189214,3.90625,2.561738,7.629032,1.960544,9,4,2,6.363636,2.369311,4.121212,2.521874,7.9375,1.79493,6.580645,2.012862,3.677419,2.625352,7.3,2.103364
Ruhm,6.238095,2.234006,5.203125,2.437665,8.193548,1.291063,11,4,1,6.1875,2.249552,4.818182,2.57942,8.3125,1.029798,6.290323,2.25379,5.612903,2.246144,8.066667,1.529781
Rührung,5.9375,2.099698,5.578125,2.402411,7.306452,2.037265,13,7,2,6.030303,2.053729,5.878788,2.459136,7.96875,1.092035,5.83871,2.177105,5.258065,2.337631,6.6,2.540703
Ruin,3.095238,2.674336,5.031746,2.602531,6.870968,2.357297,13,4,2,3.3125,2.912016,5.15625,2.760427,7.71875,1.549909,2.870968,2.432309,4.903226,2.467858,5.966667,2.735253
Rülpser,3.84375,1.89585,5.84375,2.418308,4.33871,2.95842,18,7,2,3.727273,1.858641,5.484849,2.647183,4.83871,3.110164,3.967742,1.957615,6.225807,2.124613,3.83871,2.75798
Rüpel,3.859375,1.892904,4.984375,2.2431,5.253968,2.663785,16,5,2,4,2,4.575758,2.194173,5.46875,2.4228,3.709677,1.792457,5.419355,2.247579,5.032258,2.915292
Saal,5.171875,0.918154,2.603175,2.090992,2.428571,2.005752,10,4,1,5.121212,1.023401,2.65625,2.164365,2.46875,2.184762,5.225807,0.804557,2.548387,2.046765,2.387097,1.838068
Sadist,3.174603,2.492179,6.703125,1.908042,5.786885,2.751453,17,6,2,3.28125,2.761888,6.424242,2.016034,5.806452,2.613036,3.064516,2.220142,7,1.770122,5.766667,2.93238
Sahne,5.96875,1.763553,3.5625,2.474473,1.725807,1.230345,14,5,2,6.030303,1.862204,3.69697,2.53087,1.870968,1.477429,5.903226,1.680374,3.419355,2.446415,1.580645,0.922829
Salbung,5.328125,1.533278,3.953125,2.602988,5.857143,2.798947,17,7,2,5.575758,1.323591,4.060606,2.645035,6.375,2.511265,5.064516,1.711442,3.83871,2.59611,5.322581,3.015373
Sammler,5.328125,1.285508,2.571429,1.73869,4.492064,2.583278,11,7,2,5.424242,1.225518,2.875,2.01206,4.46875,2.577626,5.225807,1.359159,2.258065,1.365473,4.516129,2.631488
Sand,6.333333,1.892259,3.234375,2.518139,1.984127,1.83595,10,4,1,6.25,1.900764,3.515152,2.762712,2.03125,1.840133,6.419355,1.910919,2.935484,2.235106,1.935484,1.860743
Sänger,6.253968,2.094295,4.412698,2.359845,3.096774,2.117141,10,6,2,6.363636,2.288807,4.71875,2.358709,3.354839,2.229326,6.133333,1.888866,4.096774,2.357327,2.83871,2.001612
Saphir,5.934426,1.948237,4.238095,2.421105,2.269841,2.009705,17,6,2,5.875,2.239672,4.515152,2.563216,2.28125,2.158769,6,1.603568,3.933333,2.258064,2.258065,1.879144
Sarg,3.612903,2.657219,6.03125,2.594064,1.774194,1.151184,12,4,1,3.375,2.709005,6.121212,2.78116,1.6875,1.176038,3.866667,2.622625,5.935484,2.421232,1.866667,1.136642
Satan,3.507937,2.651068,6.5625,2.382975,6.145161,2.968947,13,5,2,3.53125,2.81682,6.30303,2.31145,6.3125,2.632765,3.483871,2.514902,6.83871,2.46437,5.966667,3.326833
Satin,6.016129,1.824172,4.4375,2.487269,2.603175,2.159299,16,5,2,6.212121,1.727671,4.424242,2.487849,2.46875,2.15503,5.793103,1.934265,4.451613,2.527696,2.741936,2.190399
Satz,5.15625,0.739342,2.080645,1.767636,4.935484,3.018364,9,4,1,5.121212,0.857233,2.25,2.032002,5.40625,2.894482,5.193548,0.601074,1.9,1.446756,4.433333,3.114851
Sau,3.68254,1.776417,6.421875,2.216852,1.596774,1.273432,13,3,1,3.71875,1.689329,5.787879,2.368512,1.548387,1.178663,3.645161,1.889416,7.096774,1.850312,1.645161,1.379575
Säufer,3.3125,2.46805,6.578125,2.266419,4.206349,2.634503,15,6,2,3.424242,2.669624,6.333333,2.419539,4.96875,2.705841,3.193548,2.271847,6.83871,2.099155,3.419355,2.349102
Säule,5.25,1.007905,2.396825,1.947204,2.015873,1.679978,12,5,2,5.393939,1.028937,2.5625,2.108929,2.1875,2.101267,5.096774,0.978258,2.225807,1.783436,1.83871,1.098386
Sauna,6.15873,1.868295,5.714286,2.372073,2.031746,1.513043,12,5,2,5.96875,1.975403,5.212121,2.287979,2.0625,1.389767,6.354839,1.761598,6.266667,2.377094,2,1.65328
Schabe,3.619048,1.962787,4.15625,2.583333,1.822581,1.016651,18,6,2,3.5,2.140244,4.515152,2.829766,1.84375,1.167003,3.741936,1.788253,3.774194,2.276103,1.8,0.846901
Schaf,5.375,1.133893,2.666667,2.032002,1.412698,0.815869,13,5,1,5.242424,1.173411,2.757576,2.062012,1.46875,0.91526,5.516129,1.091512,2.566667,2.028815,1.354839,0.709384
Schal,5.203125,1.544881,2.507937,1.990891,1.634921,1.248245,13,5,1,5.090909,1.486683,2.53125,2.094299,1.8125,1.533234,5.322581,1.620434,2.483871,1.912607,1.451613,0.850047
Schale,5.15873,0.936816,2.672131,1.989316,1.854839,1.597609,13,6,2,5.15625,1.080901,2.548387,2.218689,1.78125,1.475267,5.16129,0.77875,2.8,1.749877,1.933333,1.740657
Schalk,5.09375,1.508902,3.796875,2.139424,6.435484,2.379013,15,6,1,5.363636,1.557606,3.848485,2.306529,6.96875,1.874866,4.806452,1.424064,3.741936,1.982721,5.866667,2.738403
Schalter,5.015625,0.723576,1.868853,1.596615,1.968254,1.523666,13,8,2,4.909091,0.879049,2.225807,2.044663,2.09375,1.691714,5.129032,0.499462,1.5,0.820008,1.83871,1.344043
Schande,3.52381,2.374985,5.390625,2.32049,7.096774,2.526643,12,7,2,3.875,2.472429,5.060606,2.410127,7.90625,1.672537,3.16129,2.252358,5.741936,2.205565,6.233333,2.990598
Schatz,6.629032,2.536513,5.53125,2.563286,4.634921,2.908839,12,6,1,6.28125,2.831099,5.878788,2.701361,4.96875,3.146779,7,2.165561,5.16129,2.395785,4.290323,2.648189
Schaufel,4.984375,0.629744,2.403226,1.68367,1.507937,1.189646,14,8,2,5.030303,0.529437,2.4375,1.949979,1.5625,1.366359,4.935484,0.727346,2.366667,1.376736,1.451613,0.994609
Schaum,5.634921,1.46245,3.703125,2.440919,2.285714,1.63064,14,6,1,5.484849,1.438776,3.727273,2.589314,2.40625,2.029768,5.8,1.494819,3.677419,2.314982,2.16129,1.098386
Scheide,5.359375,1.820232,6.968254,1.777714,1.790323,1.392452,15,7,2,4.969697,1.722731,6.40625,2.076899,1.8125,1.595103,5.774194,1.856694,7.548387,1.178663,1.766667,1.165106
Scheisse,3.396825,2.426598,6.25,2.636737,3,2.268819,13,8,2,3.5,2.475688,6.393939,2.524126,3.15625,2.411122,3.290323,2.410996,6.096774,2.785137,2.833333,2.134824
Schema,4.984375,1.031137,2.065574,2.023766,6.516129,2.590917,13,6,2,5.060606,0.899284,2.129032,2.291171,6.875,2.282472,4.903226,1.164899,2,1.741977,6.133333,2.873582
Schenkel,5.984375,1.3742780000000001,5.396825,2.599874,1.920635,1.298903,14,8,2,5.515152,1.349102,4.878788,2.459136,1.75,0.950382,6.483871,1.2348,5.966667,2.671476,2.096774,1.578076
Schere,4.984375,0.723576,2.209677,1.579968,1.31746,1.089916,13,6,2,5.060606,0.658568,2.193548,1.701359,1.40625,1.433682,4.903226,0.789719,2.225807,1.476701,1.225807,0.560338
Scherz,6.380952,2.210157,5.015625,2.104358,6.596774,2.183843,12,6,1,6.212121,2.355281,4.939394,2.192878,6.90625,2.005788,6.566667,2.062528,5.096774,2.03887,6.266667,2.347902
Scheusal,2.984127,2.679023,5.809524,2.415389,6.854839,2.253207,16,8,2,3.121212,2.78116,5.69697,2.455668,7.40625,1.562863,2.833333,2.60084,5.933333,2.405931,6.266667,2.715642
Schiene,4.875,1.015749,2.459016,2.094228,2.064516,1.998942,12,7,2,4.757576,0.969223,2.580645,2.30614,2.15625,2.244842,5,1.064581,2.333333,1.88155,1.966667,1.731719
Schiff,5.453125,1.457653,2.854839,1.973985,1.492064,0.913572,10,6,1,5.454546,1.641092,2.75,2.125119,1.40625,0.874712,5.451613,1.260654,2.966667,1.828573,1.580645,0.958269
Schilf,5.349206,1.233389,2.587302,1.980835,1.564516,1.018211,14,6,1,5.4375,1.293595,2.6875,2.334005,1.40625,0.712079,5.258065,1.182307,2.483871,1.567822,1.733333,1.25762
Schimmel,3.587302,2.56298,4.28125,2.278044,3.032258,2.217425,13,8,2,3.78125,2.6364,4.454546,2.386039,3.03125,2.221368,3.387097,2.512335,4.096774,2.181052,3.033333,2.251181
Schinken,5.359375,1.703099,3.539683,2.270607,1.349206,0.743981,13,8,2,5.181818,1.648002,3.53125,2.409449,1.375,0.906962,5.548387,1.767083,3.548387,2.157757,1.322581,0.540808
Schirm,5.25,0.992032,2.333333,1.934408,1.5,1.020286,13,6,1,5.272727,0.977008,2.125,1.862187,1.40625,0.756024,5.225807,1.023383,2.548387,2.01393,1.6,1.248447
Schiss,3.428571,2.248399,5.809524,2.551768,6.333333,2.805525,18,6,1,3.393939,2.26301,5.515152,2.807593,7.3125,2.038936,3.466667,2.270247,6.133333,2.239663,5.322581,3.14523
Schlacht,3.625,2.089277,6.539683,2.374769,5.193548,2.660203,11,8,1,3.545455,2.093008,6.333333,2.520747,5.6875,2.442071,3.709677,2.116499,6.766667,2.223438,4.666667,2.820288
Schlaf,6.619048,2.497925,4.875,2.400397,4.539683,2.83313,11,6,1,6.484849,2.623466,5,2.20794,5.15625,2.725144,6.766667,2.387949,4.741936,2.620022,3.903226,2.844349
Schläger,3.109375,2.289501,6.587302,2.297509,3.888889,2.521591,12,8,2,3.272727,2.267608,6.333333,2.581989,3.9375,2.577039,2.935484,2.33717,6.866667,1.942862,3.83871,2.504619
Schlampe,3.52381,2.435339,6.920635,1.903321,4.603175,2.727043,16,8,2,3.375,2.524078,6.46875,2.078839,5.4375,2.687336,3.677419,2.371878,7.387097,1.605769,3.741936,2.529397
Schlaufe,4.9375,0.923675,2.444444,2.077357,2.5,1.914141,17,8,2,4.757576,0.791766,2.363636,2.11864,2.4375,1.882646,5.129032,1.024433,2.533333,2.063364,2.566667,1.977169
Schleim,3.666667,2.257604,5.5,2.794553,2.580645,1.937959,15,7,1,3.484849,2.360101,5.606061,2.749311,2.8125,2.191442,3.866667,2.161311,5.387097,2.883024,2.333333,1.625939
Schlips,5.015625,0.806564,2.888889,2.342532,1.746032,1.413852,14,7,1,4.969697,0.809508,2.65625,2.237645,1.84375,1.608634,5.064516,0.813859,3.129032,2.459566,1.645161,1.198566
Schlund,4,1.840407,4.714286,2.458878,4.206349,2.591293,15,7,1,3.787879,1.866775,4.666667,2.594064,3.96875,2.468961,4.233333,1.813424,4.766667,2.344227,4.451613,2.730552
Schmaus,5.873016,1.717951,5.03125,2.538396,4.619048,2.599185,16,7,1,5.78125,1.773176,5.181818,2.697853,5.0625,2.589526,5.967742,1.682931,4.870968,2.390843,4.16129,2.570302
Schmerz,3.546875,2.455507,6.539683,2.138928,7.33871,2.304262,11,7,1,3.69697,2.67494,6.727273,2.110579,8.09375,1.422387,3.387097,2.231254,6.333333,2.186689,6.533333,2.775923
Schmuck,6,1.745743,3.857143,2.313057,2.145161,1.566523,11,7,1,6.212121,1.916337,4.09375,2.262733,2.28125,1.764057,5.774194,1.542934,3.612903,2.375955,2,1.339068
Schmutz,3.650794,2.009323,4.328125,2.25413,3.507937,2.428812,13,7,1,3.875,2.181299,4.272727,2.253785,3.71875,2.690897,3.419355,1.821615,4.387097,2.290232,3.290323,2.147767
Schnauze,3.650794,2.148959,5.31746,2.454919,3.238095,2.480337,14,8,2,3.84375,2.171804,5,2.397916,3.34375,2.509458,3.451613,2.142253,5.666667,2.509751,3.129032,2.486523
Schnee,5.951613,2.091571,3.984127,2.399543,1.580645,1.194913,10,6,1,5.6875,2.235166,4.25,2.382734,1.53125,0.949851,6.233333,1.924136,3.709677,2.424782,1.633333,1.42595
Schnitt,5.109375,0.993905,2.952381,1.987287,3.952381,2.399117,10,7,1,5.060606,0.863836,3,1.967478,4,2.514474,5.16129,1.128325,2.903226,2.03887,3.903226,2.314517
Schnösel,3.46875,2.260557,4.859375,2.422561,5.873016,2.43954,16,8,2,3.424242,2.424231,4.787879,2.471811,6.21875,2.21045,3.516129,2.111413,4.935484,2.407426,5.516129,2.644125
Schnur,4.90625,0.683566,2.145161,1.667891,1.790323,1.202962,13,6,1,5,0.612372,2.354839,2.090429,1.8125,1.306004,4.806452,0.749193,1.935484,1.09348,1.766667,1.104328
Schock,3.59375,2.209063,6.933333,2.032504,7.225807,1.936867,11,6,1,3.575758,2.411305,6.266667,2.504249,7.6875,1.330474,3.612903,2.011259,7.6,1.101723,6.733333,2.347902
Schrank,5.015625,0.487696,2.229508,1.994939,1.31746,0.643213,12,7,1,4.969697,0.636634,2.516129,2.378669,1.34375,0.700662,5.064516,0.249731,1.933333,1.484014,1.290323,0.588419
Schreck,3.90625,2.272812,5.730159,2.528587,7.555556,1.682718,13,7,1,3.787879,2.394754,5.69697,2.555446,7.75,1.319824,4.032258,2.1677,5.766667,2.541834,7.354839,1.992459
Schrei,3.761905,2.069083,6.68254,1.907755,5.548387,2.820751,12,6,1,3.606061,2.290461,6.666667,2.041242,6.40625,2.637929,3.933333,1.818171,6.7,1.784029,4.633333,2.760352
Schrift,5.375,1.676163,2.746032,2.094295,4.396825,3.018971,11,7,1,5.484849,1.622521,2.59375,2.045599,4.5,3.090047,5.258065,1.750576,2.903226,2.165715,4.290323,2.991026
Schuft,3.796875,1.961371,4.951613,2.537763,5.387097,2.70006,15,6,1,3.969697,2.038456,4.8125,2.66927,5.645161,2.443336,3.612903,1.891691,5.1,2.426151,5.129032,2.952309
Schuh,5.375,1.558387,2.734375,2.169355,1.31746,0.779276,12,5,1,5.212121,1.53618,2.909091,2.441358,1.21875,0.490844,5.548387,1.588263,2.548387,1.859009,1.419355,0.992445
Schuld,3.793651,2.163918,5.5,2.13809,7.677419,2.11764,9,6,1,3.8125,2.361485,5.242424,2.106987,8.0625,1.66438,3.774194,1.978378,5.774194,2.17117,7.266667,2.476557
Schulden,3.15625,2.43792,4.968254,2.468957,5.746032,2.633336,10,8,2,3.545455,2.658605,4.606061,2.474108,6.53125,2.109646,2.741936,2.14426,5.366667,2.442206,4.935484,2.897533
Schulter,5.28125,1.24044,2.984375,2.134317,1.516129,0.804535,11,8,2,5.363636,1.220097,2.848485,2.063389,1.625,0.870669,5.193548,1.275914,3.129032,2.232218,1.4,0.723974
Schurke,3.796875,2.276029,4.968254,2.382519,5,2.608918,15,7,2,3.878788,2.218637,4.454546,2.476021,5.53125,2.577626,3.709677,2.369157,5.533333,2.177207,4.451613,2.566953
Schüssel,5.1875,0.906327,1.951613,1.273017,1.269841,0.601245,12,8,2,5.242424,0.902438,2.09375,1.531589,1.25,0.508001,5.129032,0.921663,1.8,0.924755,1.290323,0.69251
Schutz,6.111111,2.064376,4.21875,2.346688,7.225807,2.1533,9,6,1,6.09375,2.021807,4.090909,2.578319,7.96875,1.092035,6.129032,2.140747,4.354839,2.106314,6.433333,2.68692
Schwamm,5.031746,1.031258,2.4,2.140806,1.761905,1.227564,14,7,1,5.030303,0.951474,2.433333,2.430884,1.65625,1.095721,5.033333,1.129032,2.366667,1.847334,1.870968,1.359949
Schwanz,4.396825,1.996284,6.587302,2.339251,1.920635,1.440224,13,7,1,3.96875,1.85758,5.875,2.624328,2,1.414214,4.83871,2.067152,7.322581,1.758543,1.83871,1.485413
Schwarm,6.354839,1.967746,5.396825,2.618419,5.564516,2.87796,14,7,1,6.53125,2.15503,5.818182,2.567277,6.65625,2.509458,6.166667,1.763291,4.933333,2.638356,4.4,2.823546
Schweiss,3.90625,2.158179,5.453125,2.487618,3.096774,2.295467,12,7,1,3.757576,2.449876,5.727273,2.375299,3.322581,2.561082,4.064516,1.824564,5.16129,2.608918,2.870968,2.012328
Schwinge,4.953125,0.998883,2.571429,1.881268,4.580645,2.939546,16,8,2,5,1.172604,2.71875,2.128673,5,2.940266,4.903226,0.789719,2.419355,1.607777,4.133333,2.921187
Schwuler,4.78125,1.704045,5.793651,2.308181,4.428571,2.525447,16,8,2,4.727273,1.682125,5.484849,2.223753,4.28125,2.47874,4.83871,1.753031,6.133333,2.388671,4.580645,2.604793
Schwung,5.78125,1.558069,4.419355,2.315652,6.396825,2.399864,11,7,1,5.787879,1.81586,4.4375,2.227938,6.53125,2.539804,5.774194,1.257237,4.4,2.443852,6.258065,2.279879
Schwur,5.671875,1.604109,4.40625,2.258801,7.048387,2.183601,13,6,1,5.606061,1.539874,4.151515,2.181187,7.53125,1.606125,5.741936,1.692488,4.677419,2.343603,6.533333,2.596195
Seele,6.349206,2.280059,5.725807,2.561822,8.209677,1.670742,9,5,2,6.272727,2.52825,5.5625,2.770088,8.59375,0.837021,6.433333,2.011747,5.9,2.354013,7.8,2.18774
Segen,5.984127,1.913383,3.890625,2.310206,7.370968,2.105682,11,5,2,6.272727,1.908414,4.212121,2.433588,7.84375,1.37041,5.666667,1.899788,3.548387,2.157757,6.866667,2.609444
Segnung,5.809524,2.161669,3.796875,2.476427,7.435484,2.013243,16,7,2,6.030303,2.053729,3.606061,2.524126,7.46875,1.813647,5.566667,2.284631,4,2.44949,7.4,2.23761
Seide,5.921875,1.84567,3.71875,2.353442,2.483871,2.200908,13,5,2,6.151515,1.822108,3.969697,2.567645,2.65625,2.417802,5.677419,1.868816,3.451613,2.110904,2.3,1.967845
Seil,4.984375,0.806564,2.677419,1.888483,1.476191,1.229439,13,4,1,4.939394,0.933387,2.806452,2.0562,1.4375,1.162242,5.032258,0.657463,2.548387,1.728944,1.516129,1.31329
Sekt,5.634921,1.798759,4.774194,2.607803,2.032787,1.622418,12,4,1,5.333333,1.963203,4.71875,2.517479,2.0625,1.457738,5.966667,1.564329,4.833333,2.742807,2,1.812654
Selters,5.171875,1.397897,2.333333,1.741338,2.193548,1.854005,16,7,2,5.060606,1.39058,2.363636,1.997157,2.3125,1.958233,5.290323,1.418768,2.3,1.441981,2.066667,1.760355
Sender,5.09375,0.938062,2.444444,1.84721,4.253968,2.705838,9,6,2,4.848485,0.712444,2.40625,2.153158,4.40625,2.650129,5.354839,1.081616,2.483871,1.502686,4.096774,2.79708
Sendung,5.296875,0.9029,2.725807,1.93475,4.936508,2.57076,10,7,2,5.212121,1.023401,2.548387,1.963648,5,2.615093,5.387097,0.760588,2.903226,1.921021,4.870968,2.565696
Sequenz,5.078125,0.7623,2,1.755553,6.145161,2.850636,14,7,2,5.151515,0.795346,2.064516,2.189908,7.09375,2.276944,5,0.730297,1.935484,1.209283,5.133333,3.082021
Seuche,3.047619,2.779119,6.921875,2.184394,6.333333,2.423008,13,6,2,3.21875,2.904217,6.484849,2.463752,7.09375,1.889861,2.870968,2.680074,7.387097,1.764037,5.548387,2.681277
Sex,6.920635,2.516408,7.921875,1.862791,4.539683,2.872705,10,3,1,6.53125,2.602534,7.545455,2.386039,4.78125,2.83679,7.322581,2.399821,8.322581,0.944708,4.290323,2.934775
Sieb,5.203125,1.056795,2.032258,1.688609,1.645161,1.188701,15,4,1,5.121212,1.139012,2.15625,2.065217,1.625,1.361925,5.290323,0.972747,1.9,1.184672,1.666667,0.994236
Sieg,6.580645,2.627399,6,2.501612,6.126984,2.72084,8,4,1,6.46875,2.663788,5.757576,2.462599,6.28125,2.65469,6.7,2.628098,6.266667,2.558735,5.967742,2.822338
Siegel,5.25,1.007905,2.539683,1.966046,2.870968,2.350332,13,6,2,5.393939,0.998104,2.6875,2.235166,2.875,2.090686,5.096774,1.011759,2.387097,1.666882,2.866667,2.63574
Sieger,6.625,2.373799,5.625,2.842422,4.758065,2.990068,10,6,2,6.393939,2.486707,5.181818,2.952272,4.84375,2.908379,6.870968,2.261886,6.096774,2.687686,4.666667,3.122039
Silbe,4.968254,0.671259,2.109375,1.878172,5.225807,2.893856,14,5,2,4.969697,0.769937,1.878788,1.932576,5.90625,2.728102,4.966667,0.556053,2.354839,1.817478,4.5,2.933164
Sitz,5.171875,0.655978,2.460318,1.882221,2.435484,1.947011,10,4,1,5.121212,0.649883,2.71875,2.275173,2.28125,1.904737,5.225807,0.668814,2.193548,1.35202,2.6,2.010318
Ski,5.587302,1.756416,3.296875,2.49876,1.968254,1.635969,12,3,1,5.30303,1.793824,2.939394,2.276777,1.8125,1.424158,5.9,1.688705,3.677419,2.700458,2.129032,1.839238
Sklave,3.375,2.400397,6,2.423008,3.68254,2.47455,14,6,2,3.484849,2.412483,5.90625,2.305105,3.8125,2.388649,3.258065,2.421676,6.096774,2.573646,3.548387,2.592794
Slalom,5.225807,1.259968,2.532258,1.870546,4.111111,2.553373,13,6,2,5,1.107161,2.46875,1.999748,5,2.615093,5.466667,1.382984,2.6,1.753814,3.193548,2.166708
Sockel,5.0625,0.870596,2.222222,1.72687,2.15873,1.427906,13,6,2,5.181818,0.768706,2.4375,2.03101,1.84375,1.050633,4.935484,0.963863,2,1.341641,2.483871,1.690581
Sohle,4.921875,0.802866,1.967742,1.63935,1.951613,1.519571,14,5,2,4.848485,0.90558,2.193548,2.039924,2.09375,1.802496,5,0.68313,1.741936,1.094463,1.8,1.15669
Soja,5.234375,1.400025,2.796875,2.219536,2.873016,2.18124,14,4,2,5.181818,1.236288,3.030303,2.228857,3.28125,2.385905,5.290323,1.574665,2.548387,2.218689,2.451613,1.894531
Sommer,6.984127,2.679023,5.8125,2.587362,5.258065,2.952829,9,6,2,6.878788,2.825747,5.909091,2.685187,5.677419,2.700458,7.1,2.550862,5.709677,2.519174,4.83871,3.173818
Sonne,6.796875,2.613638,5.53125,2.742776,2.539683,2.305851,9,5,2,6.666667,2.857738,5.636364,2.848445,2.71875,2.504633,6.935484,2.365523,5.419355,2.66801,2.354839,2.106314
Sorte,5.125,0.766356,2.095238,1.455959,6.754098,2.453947,12,5,2,5.060606,0.78817,2.34375,1.824729,7.15625,2.287545,5.193548,0.749193,1.83871,0.898027,6.310345,2.592619
Spalte,5.078125,1.185959,4.016393,2.519866,2.920635,2.142516,14,6,2,4.787879,1.08275,3.387097,2.485658,3.25,2.369157,5.387097,1.229564,4.666667,2.425914,2.580645,1.857852
Spange,4.765625,1.3421400000000001,3,2.13809,1.698413,1.057003,16,6,2,5.030303,1.185455,2.727273,2.281347,1.65625,1.065875,4.483871,1.457646,3.290323,1.969662,1.741936,1.063571
Spanner,3.206349,2.363422,6.31746,1.856335,4.983871,2.760921,16,7,2,3.181818,2.518116,6.121212,2.027276,4.90625,2.751649,3.233333,2.223438,6.533333,1.655364,5.066667,2.815393
Spass,7.296875,2.717841,6.46875,2.3836,7.444444,1.957432,16,5,1,6.909091,2.982906,6.242424,2.500379,7.78125,1.475267,7.709677,2.383185,6.709677,2.268532,7.096774,2.328874
Speichel,4.703125,1.570357,5.079365,2.223783,2.047619,1.45279,15,8,2,4.636364,1.834022,5.151515,2.346823,1.90625,1.444888,4.774194,1.257237,5,2.117253,2.193548,1.470133
Speicher,5.15625,0.89476,2.59375,2.230515,4.047619,2.738192,13,8,2,5.121212,0.92728,2.30303,2.17205,3.8125,2.775904,5.193548,0.87252,2.903226,2.285532,4.290323,2.722665
Spektrum,5.25,0.872872,2.483871,1.948029,6.467742,2.720401,11,8,2,5.151515,0.90558,2.354839,1.975658,7.21875,2.253805,5.354839,0.838586,2.612903,1.943835,5.666667,2.974992
