word_portuguese,translate_word_english,cgram,familiar_mean,concrete_mean,imagine_mean,aoa_mean,aoa_sd,length,silo_n,phonemes,silphom_n,ond,oup,phoneme_density,phonome_up,frequency,frequency_log
Criticar,to criticise,vb,NA,NA,NA,5.64,1.79,8,3,8,3,0,8,0,8,1011,2.81
Debater,to debate,vb,NA,NA,NA,6.56,1.69,7,3,7,3,2,7,1,4,571,3.01
Decorar,to decorate,vb,NA,NA,NA,5.56,1.21,7,3,7,3,4,7,5,6,341,2.76
Defender,to defend,vb,NA,NA,NA,5.16,1.7,8,3,7,3,1,6,1,5,3480,2.53
Definir,to define,vb,NA,NA,NA,6.5,1.56,7,3,7,3,0,7,1,7,2378,3.54
Deparar,to face,vb,NA,NA,NA,7.19,1.57,7,3,7,3,3,6,3,6,315,3.38
Derramar,to spill,vb,NA,NA,NA,6.24,1.63,8,3,7,3,3,8,3,6,194,2.5
Despedir,to fire,vb,NA,NA,NA,4.86,1.51,8,3,8,3,0,8,0,8,670,2.29
Discursar,to deliever a speech,vb,NA,NA,NA,7.23,1,9,3,9,3,0,8,1,8,84,2.83
Discursar,to deliever a speech,vb,NA,NA,NA,7.23,1,9,3,9,3,0,8,1,8,84,1.92
Embater,to shock,vb,NA,NA,NA,7.24,1.04,7,3,6,3,3,7,1,5,117,1.93
Embrulhar,to wrap,vb,NA,NA,NA,4.62,1.38,9,3,7,3,0,9,2,7,210,2.07
Esperar,to wait,vb,NA,NA,NA,3.54,1.57,7,3,7,3,5,7,5,6,5057,2.32
Falecer,to pass away,vb,NA,NA,NA,5.82,1.6,7,3,7,3,0,6,0,6,313,3.7
Festejar,to celebrate,vb,NA,NA,NA,4.46,1.47,8,3,8,3,0,7,0,6,263,2.5
Flutuar,to float,vb,NA,NA,NA,5.98,1.61,7,3,7,2,0,7,0,6,177,2.42
Fornecer,to supply,vb,NA,NA,NA,6.14,1.48,8,3,8,3,0,8,0,7,1481,2.25
Gaguejar,to stammer,vb,NA,NA,NA,6.2,1.46,8,3,7,3,0,6,0,4,55,3.17
Garantir,to guarantee,vb,NA,NA,NA,6.53,1.61,8,3,7,3,1,8,1,7,3428,1.75
Governar,to govern,vb,NA,NA,NA,6.31,1.46,8,3,8,3,0,8,0,7,643,3.54
Ignorar,to ignore,vb,NA,NA,NA,6.08,1.2,7,3,7,3,0,7,0,7,753,2.81
Imitar,to imitate,vb,NA,NA,NA,4.04,1.95,6,3,6,3,1,6,6,6,315,2.88
Impedir,to prevent,vb,NA,NA,NA,6.38,1.15,7,3,6,3,1,7,2,6,1707,2.5
Imprimir,to print,vb,NA,NA,NA,6.42,1.14,8,3,7,3,0,5,1,4,327,3.23
Inclinar,to incline,vb,NA,NA,NA,6.14,1.36,8,3,7,3,0,8,1,6,435,2.52
Insistir,to insist,vb,NA,NA,NA,5.73,1.71,8,3,7,3,0,7,1,6,1031,2.64
Internar,to hospitalize,vb,NA,NA,NA,5.48,1.33,8,3,7,3,0,8,0,6,262,3.01
Inventar,to invent,vb,NA,NA,NA,4.18,1.48,8,3,6,3,1,8,2,6,660,2.42
Investir,to invest,vb,NA,NA,NA,6.66,1.77,8,3,7,3,0,8,1,7,792,2.82
Irritar,to irritate,vb,NA,NA,NA,4.22,1.63,7,3,6,3,1,7,5,5,291,2.9
Lamentar,to regret,vb,NA,NA,NA,6.82,1.26,8,3,7,3,0,8,0,7,727,2.47
Legendar,to subtitle,vb,NA,NA,NA,7,1.38,8,3,7,3,1,8,0,7,86,2.86
Legislar,to legislate,vb,NA,NA,NA,7.75,1.68,8,3,8,3,0,8,0,7,53,1.94
Levantar,to lift,vb,NA,NA,NA,3.29,1.58,8,3,7,3,0,8,0,6,3037,1.73
Liderar,to lead,vb,NA,NA,NA,6.9,1.34,7,3,7,3,1,7,1,6,918,3.48
Madrugar,to rise early,vb,NA,NA,NA,6.27,1.29,8,3,8,3,0,8,0,8,10,2.96
Magicar,to brood,vb,NA,NA,NA,6.7,1.79,7,3,7,3,0,7,0,5,20,1.04
Madrugar,to rise early,vb,NA,NA,NA,6.27,1.29,8,3,8,3,0,8,0,8,10,1
Magicar,to brood,vb,NA,NA,NA,6.7,1.79,7,3,7,3,0,7,0,5,20,1.3
Magoar,to hurt,vb,NA,NA,NA,5.5,1.81,6,3,6,2,0,5,2,4,259,1.32
Maltratar,to ill-treat,vb,NA,NA,NA,5.32,1.62,9,3,9,3,0,7,0,7,119,2.41
Massajar,to massage,vb,NA,NA,NA,5.81,1.89,8,3,7,3,1,6,1,6,17,2.08
Melhorar,to improve,vb,NA,NA,NA,4.94,1.36,8,3,7,3,0,8,0,6,1180,1.26
Merecer,to deserce,vb,NA,NA,NA,4.88,1.77,7,3,7,3,1,6,1,6,1548,3.07
Misturar,to mix,vb,NA,NA,NA,4.02,1.76,8,3,8,3,1,8,0,7,672,3.19
Mobilar,to furnish,vb,NA,NA,NA,6.7,1.91,7,3,7,3,0,6,2,6,44,2.83
Murmurar,to whisper,vb,NA,NA,NA,6.12,1.35,8,3,8,3,0,8,0,7,489,1.65
Namorar,to date,vb,NA,NA,NA,5,1.95,7,3,7,3,1,7,2,7,299,2.69
Navegar,to sail,vb,NA,NA,NA,5.77,1.42,7,3,7,3,0,7,0,7,291,2.48
Nomear,to nominate,vb,NA,NA,NA,6.79,1.47,6,3,6,2,0,6,0,6,90,2.47
Obrigar,to oblige,vb,NA,NA,NA,4.18,1.41,7,3,7,3,2,7,2,7,2887,1.96
Ocorrer,to occur,vb,NA,NA,NA,6.12,1.44,7,3,6,3,2,6,3,5,2167,3.46
Ocultar,to hide,vb,NA,NA,NA,7.5,1.3,7,3,7,3,1,7,0,6,278,3.34
Odiar,to hate,vb,NA,NA,NA,6.72,1.25,5,3,5,2,1,4,4,4,250,2.45
Ofender,to offend,vb,NA,NA,NA,5.36,1.65,7,3,6,3,1,5,1,4,272,2.4
Parecer,to seem,vb,NA,NA,NA,5.15,1.7,7,3,7,3,4,7,4,6,10094,2.44
Passear,to take a walk,vb,NA,NA,NA,2.56,1.39,7,3,6,2,2,7,6,6,598,4
Pedalar,to pedal,vb,NA,NA,NA,4.28,1.7,7,3,7,3,0,6,0,5,27,2.78
Pendurar,to hang,vb,NA,NA,NA,4.9,1.71,8,3,7,3,1,7,0,6,291,1.45
Percorrer,to cover,vb,NA,NA,NA,6.66,1.32,9,3,8,3,0,5,0,6,1062,2.47
Perdoar,to forgive,vb,NA,NA,NA,5,1.65,7,3,7,2,0,6,0,7,478,3.03
Perguntar,to ask,vb,NA,NA,NA,3.53,1.41,9,3,8,3,1,9,0,7,3028,2.68
Perseguir,to chase,vb,NA,NA,NA,5.8,1.45,9,3,8,3,0,9,0,8,503,3.48
Perturbar,to disturb,vb,NA,NA,NA,6.82,1.22,9,3,9,3,0,9,0,8,413,2.7
Piorar,to worsen,vb,NA,NA,NA,4.98,1.22,6,3,6,2,0,5,0,4,102,2.62
Planear,to plan,vb,NA,NA,NA,6.5,1.41,7,3,7,2,2,6,2,5,291,2.01
Ponderar,to evaluate,vb,NA,NA,NA,7.56,0.93,8,3,7,3,0,8,0,7,228,2.47
Possuir,to own,vb,NA,NA,NA,5.5,1.85,7,3,6,2,0,7,1,6,1943,2.36
Premiar,to reward,vb,NA,NA,NA,6.31,1.65,7,3,7,2,1,6,0,5,299,3.29
Pressentir,to foretell,vb,NA,NA,NA,7.6,1.17,10,3,8,3,1,10,0,8,212,2.48
Pretender,to wish,vb,NA,NA,NA,6.8,1.48,9,3,8,3,0,9,0,7,3544,2.33
Procurar,to look for,vb,NA,NA,NA,4.12,2.03,8,3,8,3,1,8,0,7,3938,3.55
Proibir,to forbid,vb,NA,NA,NA,3.58,1.53,7,3,7,2,0,7,0,7,698,3.6
Protestar,to protest,vb,NA,NA,NA,6.96,1.18,9,3,9,3,0,9,0,8,432,2.84
Publicar,to publish,vb,NA,NA,NA,6.98,1.55,8,3,8,3,0,8,0,7,2091,2.64
Rabiscar,to scrawl,vb,NA,NA,NA,5.19,2.05,8,3,8,3,0,7,0,7,25,3.32
Rastejar,to crawl,vb,NA,NA,NA,4.9,1.95,8,3,8,3,0,8,0,7,54,1.41
Reagir,to react,vb,NA,NA,NA,6.41,1.24,6,3,6,3,0,5,0,5,719,1.74
Reatar,to resume,vb,NA,NA,NA,7.27,1.43,6,3,6,3,6,6,1,5,59,2.86
Reaver,to retrieve,vb,NA,NA,NA,7.3,1.4,6,3,6,3,1,5,0,5,26,1.78
Rebaixar,to lower,vb,NA,NA,NA,7.62,0.78,8,3,8,3,0,8,0,7,61,1.43
Reatar,to reattach,vb,NA,NA,NA,7.27,1.43,6,3,6,3,6,6,1,5,59,1.77
Reaver,to recover,vb,NA,NA,NA,7.3,1.4,6,3,6,3,1,5,0,5,26,1.41
Rebentar,to burst,vb,NA,NA,NA,5.1,1.59,8,3,7,3,0,8,3,6,409,1.79
Receber,to receive,vb,NA,NA,NA,4.04,1.5,7,3,7,3,0,6,0,4,5682,2.61
Rechear,to stuff,vb,NA,NA,NA,5.66,1.7,7,3,6,2,2,6,2,4,294,3.75
Reciclar,to recycle,vb,NA,NA,NA,5.54,1.94,8,3,8,3,0,8,0,8,72,2.47
Recitar,to recite,vb,NA,NA,NA,5.92,1.97,7,3,7,3,4,7,2,7,108,1.86
Reclamar,to complain,vb,NA,NA,NA,4.96,1.85,8,3,8,3,2,8,0,8,682,2.04
Recorrer,to resort,vb,NA,NA,NA,7.34,1.08,8,3,7,3,1,8,3,6,1265,2.83
Recortar,to cut,vb,NA,NA,NA,3.91,1.52,8,3,8,3,2,7,3,6,240,3.1
Recuar,to go back,vb,NA,NA,NA,5.63,1.44,6,3,6,2,2,5,2,4,511,2.38
Reduzir,to reduce,vb,NA,NA,NA,6.2,1.31,7,3,7,3,3,5,3,5,1653,2.71
Referir,to refere,vb,NA,NA,NA,6.65,1.51,7,3,7,3,2,6,1,6,7061,3.22
Reforçar,to reinforce,vb,NA,NA,NA,6.91,1.36,8,3,8,3,1,7,1,6,1192,3.85
Reformar,to retire,vb,NA,NA,NA,6.58,1.38,8,3,8,3,3,8,2,7,255,3.08
Registar,to register,vb,NA,NA,NA,6.42,1.2,8,3,8,3,1,7,1,7,2826,2.41
Regressar,to return,vb,NA,NA,NA,5.22,1.36,9,3,8,3,0,8,1,7,2188,3.45
Remexer,to rummage,vb,NA,NA,NA,6.6,1.69,7,3,7,3,1,6,1,6,111,3.34
Renascer,to reborn,vb,NA,NA,NA,6.68,1.35,8,3,8,3,0,8,0,7,174,2.05
Renegar,to renegate,vb,NA,NA,NA,7.4,1.5,7,3,7,3,2,7,3,7,56,2.24
Renovar,to renew,vb,NA,NA,NA,5.9,1.46,7,3,7,3,0,7,0,6,454,1.76
Reparar,to fix,vb,NA,NA,NA,5.02,1.48,7,3,7,3,3,7,3,6,1054,2.66
Repousar,to rest,vb,NA,NA,NA,6.38,1.35,8,3,7,3,0,7,1,6,212,3.02
Reprovar,to disaprove,vb,NA,NA,NA,5.7,1.61,8,3,8,3,0,8,0,8,87,2.33
Repuxar,to stretch,vb,NA,NA,NA,7.64,1.42,7,3,7,3,1,6,1,6,32,1.94
Residir,to reside,vb,NA,NA,NA,6.67,1.44,7,3,7,3,1,6,0,6,659,1.52
Resolver,to solve,vb,NA,NA,NA,4.94,1.07,8,3,8,3,1,6,0,4,3051,2.82
Respirar,to breathe,vb,NA,NA,NA,2.94,1.42,8,3,8,3,0,8,0,7,576,3.48
Responder,to answer,vb,NA,NA,NA,3.73,1.24,9,3,8,3,0,7,0,6,3557,2.76
Resultar,to result,vb,NA,NA,NA,6.02,1.62,8,3,8,3,0,8,0,8,1803,3.55
Retirar,to remove,vb,NA,NA,NA,5.48,1.47,7,3,7,3,2,7,2,7,2053,3.26
Seduzir,to seduce,vb,NA,NA,NA,7.42,1.75,7,3,7,3,2,5,2,5,224,3.31
Segurar,to hold,vb,NA,NA,NA,3.52,1.72,7,3,7,3,0,7,2,7,625,2.35
Semear,to sow,vb,NA,NA,NA,4.18,1.4,6,3,6,2,0,6,1,5,237,2.8
Separar,to separate,vb,NA,NA,NA,4.32,1.91,7,3,7,3,2,7,2,7,1054,2.38
Simular,to simulate,vb,NA,NA,NA,6.94,1.7,7,3,7,3,1,7,2,7,117,3.02
Sortear,to raffle,vb,NA,NA,NA,5.9,1.37,7,3,7,2,1,6,0,5,90,2.07
Sossegar,to calm,vb,NA,NA,NA,4.53,1.62,8,3,7,3,1,8,1,7,243,1.96
Sublinhar,to underline,vb,NA,NA,NA,5.85,1.44,9,3,8,3,0,6,1,6,1547,2.39
Suplicar,to beg,vb,NA,NA,NA,6.45,1.89,8,3,8,3,2,8,1,7,75,3.19
Temperar,to season,vb,NA,NA,NA,5.84,1.28,8,3,7,3,0,8,0,7,672,1.88
Tolerar,to tolerate,vb,NA,NA,NA,6.72,1.28,7,3,7,3,0,7,0,7,123,2.83
Torturar,to torture,vb,NA,NA,NA,6.8,1.2,8,3,8,3,1,8,0,7,109,2.09
Trabalhar,to work,vb,NA,NA,NA,3.92,1.37,9,3,8,3,0,9,0,7,4986,2.04
Traduzir,to translate,vb,NA,NA,NA,6.66,1.32,8,3,8,3,0,6,0,6,1287,3.7
Ultrajar,to overtake,vb,NA,NA,NA,8.35,1.18,8,3,8,3,1,8,1,7,21,3.11
Variar,to vary,vb,NA,NA,NA,4.96,1.78,6,3,6,2,5,6,8,6,1066,1.34
Viajar,to travel,vb,NA,NA,NA,4.3,NA,6,3,6,2,0,6,0,5,709,3.03
Vigiar,to watch,vb,NA,NA,NA,5.76,1.71,6,3,6,2,2,6,1,4,326,2.85
Visitar,to visit,vb,NA,NA,NA,3.88,1.7,7,3,7,3,1,7,1,6,1413,2.51
Aborrecer,to bore,vb,NA,NA,NA,5.08,1.59,9,4,8,4,0,9,0,7,219,3.15
Acelerar,to accelerate,vb,NA,NA,NA,5.74,1.43,8,4,8,4,0,8,1,8,374,2.34
Acentuar,to stress,vb,NA,NA,NA,6.73,1.51,8,4,7,3,0,8,1,6,697,2.57
Acontecer,to happen,vb,NA,NA,NA,4.74,1.4,9,4,8,4,0,8,0,7,5519,2.84
Acrescentar,to add,vb,NA,NA,NA,6,1.34,11,4,10,4,0,11,0,9,2819,3.74
Adiantar,to advance,vb,NA,NA,NA,5.84,1.14,8,4,7,3,0,8,0,7,1462,3.45
Adivinhar,to guess,vb,NA,NA,NA,4.38,1.55,9,4,8,4,1,9,0,7,497,3.17
Administrar,to manage,vb,NA,NA,NA,7.8,0.97,11,4,11,4,0,11,0,10,178,2.7
Adormecer,to fall asleep,vb,NA,NA,NA,3.1,1.54,9,4,9,4,0,8,0,8,704,2.25
Angustiar,to distress,vb,NA,NA,NA,7.35,1.42,9,4,8,3,0,9,0,7,84,2.85
Anunciar,to announce,vb,NA,NA,NA,6,1.39,8,4,7,3,1,8,1,6,2880,1.93
Aparecer,to appear,vb,NA,NA,NA,3.96,1.74,8,4,8,4,1,7,1,7,4309,3.46
Apetecer,to have an appetite,vb,NA,NA,NA,4.24,2.02,8,4,8,4,0,5,0,5,613,3.63
Apreciar,to appreciate,vb,NA,NA,NA,5.56,1.5,8,4,8,3,0,8,1,8,810,2.79
Caluniar,to slander,vb,NA,NA,NA,8.54,1.01,8,4,8,3,0,8,2,7,15,2.91
Capacitar,to enable,vb,NA,NA,NA,7.47,1.3,9,4,9,4,0,7,1,7,11,1.2
Catalogar,to catalogue,vb,NA,NA,NA,7.65,1.25,9,4,9,4,0,9,0,8,39,1.08
Certificar,to certify,vb,NA,NA,NA,6.95,1.45,10,4,10,4,0,10,0,10,205,1.6
Classificar,to classify,vb,NA,NA,NA,6.39,1.26,11,4,10,4,0,11,0,10,965,2.31
Coincidir,to coincide,vb,NA,NA,NA,6.9,1.37,9,4,8,3,0,8,0,7,462,2.98
Colaborar,to cooperate,vb,NA,NA,NA,6.5,1.28,9,4,9,4,0,9,0,8,437,2.67
Compreender,to comprehend,vb,NA,NA,NA,6.06,1.17,11,4,9,3,0,9,0,7,2740,2.64
Corresponder,to correspond,vb,NA,NA,NA,6.06,1.42,12,4,10,4,0,12,0,9,2006,3.44
Desafiar,to challenge,vb,NA,NA,NA,6.38,1.55,8,4,8,3,2,7,2,6,351,3.3
Efectuar,to achieve,vb,NA,NA,NA,6.68,1.24,8,4,7,3,0,8,0,6,2137,2.55
Elaborar,to elaborate,vb,NA,NA,NA,6.14,1.48,8,4,8,4,1,8,1,7,1023,3.33
Eliminar,to eliminate,vb,NA,NA,NA,4.96,1.69,8,4,8,4,0,8,2,7,857,3.01
Emagrecer,to lose weight,vb,NA,NA,NA,5.78,1.67,9,4,9,4,0,8,0,8,55,2.93
Examinar,to examine,vb,NA,NA,NA,6.86,1.39,8,4,8,4,0,8,0,7,302,1.75
Facilitar,to facilitate,vb,NA,NA,NA,6.43,1.33,9,4,9,4,0,9,0,8,834,2.48
Falsificar,to falsify,vb,NA,NA,NA,7.19,1.16,10,4,10,4,0,10,1,9,61,2.92
Felicitar,to congratulate,vb,NA,NA,NA,7.76,9.3,9,4,9,4,0,9,0,7,96,1.79
Financiar,to fund,vb,NA,NA,NA,8.1,1.03,9,4,8,3,0,9,0,7,438,1.99
Focalizar,to focus,vb,NA,NA,NA,7.39,1.57,9,4,9,4,1,9,1,8,9,2.64
Focalizar,to focus,vb,NA,NA,NA,7.39,1.57,9,4,9,4,1,9,1,8,9,0.95
Fortalecer,to strenghten,vb,NA,NA,NA,7.03,1.21,10,4,10,4,0,9,0,9,115,1
Fotografar,to photograph,vb,NA,NA,NA,4.94,1.22,10,4,10,4,0,9,0,9,152,2.06
Funcionar,to function,vb,NA,NA,NA,4.78,1.58,9,4,8,3,1,9,1,8,2172,2.18
Habituar,to accustom,vb,NA,NA,NA,5.33,1.43,8,4,7,3,2,8,3,7,798,3.34
Horrorizar,to horrify,vb,NA,NA,NA,7.18,1.28,10,4,8,4,0,7,0,5,32,2.9
Humanizar,to humanize,vb,NA,NA,NA,7.6,1.64,9,4,8,4,0,7,1,6,40,1.52
Humedecer,to dampen,vb,NA,NA,NA,6.32,1.94,9,4,8,4,0,4,1,4,90,1.61
Iluminar,to light,vb,NA,NA,NA,4.72,1.54,8,4,8,4,0,8,1,8,462,1.96
Improvisar,to improvise,vb,NA,NA,NA,7.22,1.2,10,4,9,4,0,10,0,8,112,2.67
Inaugurar,to launch,vb,NA,NA,NA,7.14,1.37,9,4,9,4,1,9,1,9,1162,2.05
Incentivar,to encourage,vb,NA,NA,NA,7.06,1.55,10,4,8,4,0,9,0,7,325,3.07
Iniciar,to initiate,vb,NA,NA,NA,4.59,1.47,7,4,7,3,1,7,1,7,2490,2.51
Instituir,to institute,vb,NA,NA,NA,8,1.1,9,4,8,3,0,9,0,8,220,3.4
Interpretar,to interpret,vb,NA,NA,NA,6.49,1.19,11,4,10,4,0,11,0,9,863,2.34
Interrogar,to interrogate,vb,NA,NA,NA,6.78,1.25,10,4,8,4,0,10,0,7,579,2.94
Interromper,to interrupt,vb,NA,NA,NA,6.6,1.11,11,4,8,4,0,8,0,5,808,2.76
Introduzir,to introduce,vb,NA,NA,NA,6.2,1.41,10,4,9,4,0,8,0,7,1334,2.91
Licenciar,to license,vb,NA,NA,NA,7.65,1.62,9,4,8,3,0,9,0,7,178,3.13
Lubrificar,to lubricate,vb,NA,NA,NA,7.78,1.14,10,4,10,4,0,10,0,9,22,2.25
Manifestar,to manifest,vb,NA,NA,NA,6.68,1.42,10,4,10,4,0,10,0,9,1609,1.36
Manipular,to manipulate,vb,NA,NA,NA,6.86,1.71,9,4,9,4,0,9,0,8,110,3.21
Maximizar,maximize,vb,NA,NA,NA,6.88,1.48,9,4,10,4,0,6,0,6,37,2.05
Mencionar,to mention,vb,NA,NA,NA,7.4,1.05,9,4,8,3,1,4,2,4,504,1.58
Minimizar,to minimize,vb,NA,NA,NA,7.19,1.55,9,4,9,4,0,5,0,6,211,2.7
Mobilizar,to mobilize,vb,NA,NA,NA,7.55,1.61,9,4,9,4,1,9,0,8,309,2.33
Modificar,to change,vb,NA,NA,NA,5.88,1.43,9,4,9,4,1,9,1,8,521,2.49
Multiplicar,to multiply,vb,NA,NA,NA,5.06,1.07,11,4,11,4,0,11,0,10,413,2.72
Normalizar,to normalize,vb,NA,NA,NA,7.63,1.43,10,4,10,4,1,10,0,10,74,1.87
Negociar,to negotiate,vb,NA,NA,NA,6.22,1.52,8,4,8,3,0,8,0,8,553,2.62
Normalizar,to normalize,vb,NA,NA,NA,7.63,1.43,10,4,10,4,1,10,0,10,74,2.74
Obedecer,to obbey,vb,NA,NA,NA,4.44,1.54,8,4,8,4,0,5,1,5,532,1.88
Oferecer,to offer,vb,NA,NA,NA,4.54,1.79,8,4,8,4,0,7,0,7,2392,2.73
Participar,to participate,vb,NA,NA,NA,5.13,1.72,10,4,10,4,0,10,0,9,2279,3.38
Permanecer,to remain,vb,NA,NA,NA,6.16,1.51,10,4,10,4,0,8,0,7,1303,3.36
Persuadir,to persuade,vb,NA,NA,NA,7.44,1.64,9,4,9,3,0,7,0,7,73,3.12
Pestanejar,to blink,vb,NA,NA,NA,5.14,1.43,10,4,10,4,0,7,0,7,23,1.87
Planificar,to plan,vb,NA,NA,NA,7.44,1.37,10,4,10,4,0,10,0,9,44,1.38
Prejudicar,to harm,vb,NA,NA,NA,6.98,0.89,10,4,10,4,0,9,0,8,653,1.65
Preocupar,to worry,vb,NA,NA,NA,5.33,1.58,9,4,9,3,1,9,0,8,933,2.82
Pressionar,to pressure,vb,NA,NA,NA,7.21,1.4,10,4,9,3,0,6,1,7,289,2.97
Principiar,to begin,vb,NA,NA,NA,6.95,1.41,10,4,9,3,0,10,0,8,388,2.46
Purificar,to purify,vb,NA,NA,NA,7.37,1.3,9,4,9,4,1,9,1,8,64,2.59
Quantificar,to quantify,vb,NA,NA,NA,7.27,1.41,11,4,10,4,0,11,0,9,78,1.81
Quantificar,to quantify,vb,NA,NA,NA,7.27,1.41,11,4,10,4,0,11,0,9,78,1.89
Questionar,to question,vb,NA,NA,NA,6.08,1.48,10,4,9,3,0,9,0,9,483,1.9
Reacender,to relight,vb,NA,NA,NA,7.84,0.98,9,4,8,4,0,5,0,5,50,2.68
Reactivar,to reactivate,vb,NA,NA,NA,7.42,1.25,9,4,8,3,0,9,0,7,22,1.71
Recensear,to take a census of,vb,NA,NA,NA,8.4,0.96,9,4,8,3,0,9,0,7,72,1.36
Recomendar,to recommend,vb,NA,NA,NA,6.94,1.43,10,4,9,4,0,10,0,9,478,1.86
Recompensar,to reward,vb,NA,NA,NA,5.64,1.61,11,4,9,4,1,11,0,8,66,2.68
Reconduzir,to lead back,vb,NA,NA,NA,7.8,1.43,10,4,9,4,0,8,0,7,66,1.83
Reconfortar,to comfort,vb,NA,NA,NA,6.48,1.8,11,4,10,4,0,10,0,6,26,1.83
Reconstruir,to rebuild,vb,NA,NA,NA,6.76,1.2,11,4,10,3,0,10,0,8,209,1.43
Reconverter,to reconvert,vb,NA,NA,NA,8.16,1.13,11,4,10,4,0,9,0,8,32,2.32
Recriminar,to recriminate,vb,NA,NA,NA,7.77,1.43,10,4,10,4,0,10,0,9,13,1.52
Recuperar,to recover,vb,NA,NA,NA,6.24,1.41,9,4,9,4,0,9,0,9,1482,1.15
Reembolsar,to refund,vb,NA,NA,NA,7.65,1.09,10,4,9,3,0,9,0,9,40,3.17
Reenviar,to forward,vb,NA,NA,NA,7.18,1.25,8,4,7,2,0,7,0,5,15,1.61
Reformular,to reformulate,vb,NA,NA,NA,7.23,1.19,10,4,10,4,0,7,0,7,81,1.2
Regenerar,to regenerate,vb,NA,NA,NA,8.42,0.7,9,4,9,4,1,9,1,9,37,1.91
Reincidir,to replapse,vb,NA,NA,NA,7.92,1.56,9,4,8,4,0,8,0,7,14,1.58
Reocupar,NA,vb,NA,NA,NA,7.58,1.54,8,4,8,3,1,8,0,7,18,1.18
Reenviar,to redispatch,vb,NA,NA,NA,7.18,1.25,8,4,7,2,0,7,0,5,15,1.18
Reformular,to reformulate,vb,NA,NA,NA,7.23,1.19,10,4,10,4,0,7,0,7,81,1.91
Representar,to represent,vb,NA,NA,NA,6.02,1.48,11,4,10,4,0,11,0,9,4520,1.28
Reproduzir,to reproduce,vb,NA,NA,NA,5.98,1.61,10,4,10,4,0,8,0,8,334,3.66
Requisitar,to request,vb,NA,NA,NA,6.66,1.57,10,4,9,4,0,10,0,8,58,2.53
Ressuscitar,to restore to life,vb,NA,NA,NA,5.68,1.91,11,4,10,4,0,6,0,5,128,1.77
Retroceder,to retrogress,vb,NA,NA,NA,7.84,1.02,10,4,10,4,0,8,0,7,50,2.11
Rivalizar,to rival,vb,NA,NA,NA,7.45,1.21,9,4,9,4,0,7,0,7,53,1.71
Saborear,to savour,vb,NA,NA,NA,6.35,1.31,8,4,8,3,0,6,0,6,195,1.73
Salientar,to point out,vb,NA,NA,NA,7.38,1.51,9,4,8,3,0,8,0,7,1414,2.29
Significar,to mean,vb,NA,NA,NA,5.71,1.44,10,4,10,4,1,10,0,10,1710,3.15
Simpatizar,to take a liking,vb,NA,NA,NA,5.41,1.75,10,4,9,4,0,10,0,8,48,3.23
Simpatizar,to take a liking,vb,NA,NA,NA,5.41,1.75,10,4,9,4,0,10,0,8,48,1.68
Simplificar,to simplify,vb,NA,NA,NA,7,1.3,11,4,10,4,0,11,0,9,189,1.69
Sinalizar,to signal,vb,NA,NA,NA,7.02,0.77,9,4,9,4,1,9,1,8,31,2.28
Sintetizar,to abridge,vb,NA,NA,NA,7.34,1.35,10,4,9,4,0,10,0,8,136,1.51
Solicitar,to request,vb,NA,NA,NA,7.83,1.24,9,4,9,4,0,9,0,8,752,2.14
Subestimar,to underestimate,vb,NA,NA,NA,8.02,1.03,10,4,10,4,0,5,0,8,49,2.88
Subordinar,to subordinate,vb,NA,NA,NA,7.7,1.57,10,4,10,4,0,10,1,10,293,1.7
Substituir,to replace,vb,NA,NA,NA,5.16,1.67,10,4,11,4,0,10,0,11,1716,2.47
Sumariar,to sum up,vb,NA,NA,NA,6.48,1.36,8,4,8,3,0,8,0,5,12,3.23
Testemunhar,to testify,vb,NA,NA,NA,7.58,1.21,11,4,10,4,1,11,0,10,240,1.11
Tipificar,NA,vb,NA,NA,NA,8.16,1.15,9,4,9,4,0,5,0,4,16,2.38
Totalizar,to total,vb,NA,NA,NA,7.42,1.38,9,4,9,4,0,9,0,8,114,1.23
Tranquilizar,to tranquilize,vb,NA,NA,NA,6.48,1.72,12,4,11,4,0,12,0,10,84,2.06
Transparecer,to show through,vb,NA,NA,NA,7.21,1.32,12,4,11,4,0,10,0,8,111,1.93
Usufruir,to enjoy,vb,NA,NA,NA,7.77,1.29,8,4,8,3,0,8,0,8,152,2.05
Valorizar,to value,vb,NA,NA,NA,6.57,1.34,9,4,9,4,1,9,1,8,372,2.18
Verificar,to check,vb,NA,NA,NA,6.4,1.34,9,4,9,4,2,9,1,8,3867,2.57
Actualizar,to update,vb,NA,NA,NA,7.52,1.05,10,5,9,4,0,10,0,8,217,3.59
Adicionar,to add,vb,NA,NA,NA,5.54,1.18,9,5,9,4,1,9,1,9,306,2.34
Coleccionar,to collect,vb,NA,NA,NA,5.08,1.58,11,5,10,4,0,11,0,9,77,2.49
Contabilizar,to write up,vb,NA,NA,NA,7.66,1.14,12,5,11,5,0,12,0,10,159,1.89
Desaparecer,to disappear,vb,NA,NA,NA,4,1.46,11,5,11,5,0,10,0,10,1639,2.2
Desequilibrar,to unbalance,vb,NA,NA,NA,5.98,1.6,13,5,12,5,0,13,0,12,87,3.21
Desinteressar,to lose interest,vb,NA,NA,NA,6.04,1.47,13,5,11,5,0,13,0,11,79,1.94
Generalizar,to generalize,vb,NA,NA,NA,7.18,1.08,11,5,11,5,0,11,0,11,194,1.9
