word_portuguese,translate_word_english,imagine_mean,imagine_sd,concrete_mean,concrete_sd,frequency_s_mean,frequency_s_sd,length,syllables,syllabic_structure,pos,wordform_per_million_frequency,wordform_per_million_frequency_log10,frequency_zipf,orthographic_neighborhood_size,orthographic_levenshtein_distance
recompensa,reward,4.42,1.63,3.75,1.53,4.49,1.38,10,4,CV.CVC.CVC.CV,"N,V",4.876,0.769,3.688,1,2.05
recordação,remembrance,4.44,1.78,3.09,2.02,4.54,1.41,10,4,CV.CVC.CV.CVV,N,7.157,0.912,3.855,1,2.5
recordações,memories,4.64,2.16,3.6,1.96,4.57,1.39,11,4,CV.CVC.CV.CVVC,N,10.948,1.077,4.039,0,2.65
recreio,playground,5.45,1.64,4.92,1.77,3.25,1.12,7,3,CV.CCVV.V,"N,V",10.069,1.044,4.003,3,1.7
rectangular,rectangular,5.56,1.94,5.63,1.53,4.13,1.31,11,4,CVC.CVC.CV.CVC,ADJ,1.319,0.365,3.12,0,3.65
recuperação,recovery,3.28,1.93,2.88,1.78,4.56,1.43,11,5,CV.CV.CV.CV.CVV,N,113.57,2.059,5.055,1,2.7
recuperável,recoverable,2.62,1.47,3.08,1.73,3.84,1.37,11,5,CV.CV.CV.CV.CVC,ADJ,0.826,0.261,2.917,0,3.05
recurso,resource,3.25,1.71,3.52,1.79,4.5,1.45,7,3,CV.CVC.CV,N,72.386,1.866,4.86,2,1.8
recusa,refusal,2.69,1.34,3.29,1.68,4,1.61,6,3,CV.CV.CV,"N,V",61.653,1.797,4.79,3,1.6
rede,network,5.55,1.64,4.98,1.92,5,1.54,4,2,CV.CV,"N,V",137.987,2.143,5.14,14,1.15
redondo,round,5.79,1.52,5.61,1.54,4.53,1.56,7,3,CV.CVC.CV,"ADJ,N",4.729,0.758,3.675,2,1.85
redução,reduction,3.3,1.71,3.38,1.82,5.18,1.36,7,3,CV.CV.CVV,N,106.418,2.031,5.027,3,1.8
reembolso,refund,3.63,2.1,3.68,1.62,3.93,1.31,9,4,CV.VC.CVC.CV,"N,V",5.77,0.831,3.761,2,2.35
refeito,remade,2.26,1.36,2.92,1.48,2.72,1.36,7,3,CV.CVV.CV,"ADJ,V",1.27,0.356,3.104,4,1.65
refém,hostage,4.69,1.71,5.1,1.63,3.28,0.94,5,2,CV.CVC,N,4.788,0.763,3.68,1,1.9
referendo,referendum,3.28,1.68,3.86,1.81,2.7,1.06,9,4,CV.CV.CVC.CV,"N,V",91.498,1.966,4.961,4,1.65
reflexão,reflection,3.39,1.78,2.68,1.78,4.93,1.41,8,3,CV.CCV.CVV,N,40.866,1.622,4.611,1,2.35
reflexo,reflex,4.49,1.97,4.24,1.92,4.28,1.4,7,3,CV.CCV.CV,N,3.742,0.676,3.573,2,1.95
reforço,reinforcement,3.46,1.94,3.14,1.66,4.4,1.26,7,3,CV.CVC.CV,"N,V",65.864,1.825,4.819,2,1.8
reforma,retirement,3.61,1.73,4.04,2.02,4.62,1.39,7,3,CV.CVC.CV,"N,V",101.806,2.012,5.008,4,1.65
refresco,refreshment,5.15,1.74,5.49,1.44,4.19,1.64,8,3,CV.CCVC.CV,"N,V",0.381,0.14,2.581,1,2.15
refrigerante,soft drink,5.8,1.53,6.18,0.94,4.57,1.65,12,5,CV.CCV.CV.CVC.CV,"ADJ,N",0.596,0.203,2.775,0,3.05
regador,watering can,5.5,1.87,6.43,1.17,3.3,1.35,7,3,CV.CV.CVC,N,0.166,0.067,2.22,7,1.55
regata,regatta,4.36,1.73,4.98,1.73,2.28,1.04,6,3,CV.CV.CV,"N,V",9.732,1.031,3.988,10,1.35
região,region,3.95,2,4.78,1.61,4.6,1.2,6,3,CV.CV.VV,N,295.647,2.472,5.471,2,1.9
regime,regime,3.21,1.88,3.26,1.6,3.93,1.38,6,3,CV.CV.CV,N,184.09,2.267,5.265,1,1.9
regional,regional,3.08,1.66,3.98,1.82,3.82,1.39,8,4,CV.CV.V.CVC,ADJ,102.944,2.017,5.013,0,2.85
registo,registration,3.79,1.79,3.82,1.79,4.89,1.32,7,3,CV.CVC.CV,"N,V",50.524,1.712,4.704,4,1.7
regra,rule,3.11,1.61,3.46,1.96,5.38,1.34,5,2,CV.CCV,"N,V",39.283,1.605,4.594,4,1.55
regresso,comeback,3.38,1.95,3.64,1.79,4.6,1.59,8,3,CV.CCVC.CV,"N,V",114.346,2.062,5.058,2,1.65
régua,ruler,6.4,0.94,6.61,0.74,4.4,1.25,5,2,CV.CVV,N,6.087,0.851,3.784,3,1.7
regulamento,regulation,3.58,1.9,3.76,1.99,4.5,1.36,11,5,CV.CV.CV.CVC.CV,"N,V",32.522,1.525,4.512,2,2.3
rei,king,6.17,1.21,5.84,1.56,3.71,1.52,3,1,CVV,N,64.36,1.815,4.809,8,1.05
reino,kingdom,4.21,1.95,4.07,1.96,2.98,1.25,5,2,CVV.CV,"N,V",23.171,1.383,4.365,3,1.65
reitor,dean,4.5,2.09,5.61,1.44,3.47,1.63,6,2,CVV.CVC,N,21.584,1.354,4.334,2,1.8
relação,relationship,3.93,1.91,3.27,1.99,5.95,0.97,7,3,CV.CV.CVV,N,349.283,2.544,5.543,3,1.7
relâmpago,lightning,6.03,1.32,5.81,1.26,3.27,1.15,9,4,CV.CVC.CV.CV,N,2.418,0.534,3.384,0,3.7
relance,glance,2.29,1.42,2.53,1.25,2.95,1.33,7,3,CV.CVC.CV,"N,V",1.412,0.382,3.15,0,1.85
relato,report,3.46,1.86,3.95,1.86,4.27,1.17,6,3,CV.CV.CV,"N,V",12.99,1.146,4.114,8,1.45
relaxado,relaxed,4.31,1.79,3.18,1.99,4.42,1.21,8,4,CV.CV.CV.CV,"ADJ,V",0.401,0.146,2.603,2,1.75
relevante,relevant,2.65,1.4,3.28,1.53,4.75,1.27,9,4,CV.CV.CVC.CV,ADJ,15.457,1.216,4.189,0,2.4
relevo,relief,3.9,1.78,3.9,1.83,3.39,1.26,6,3,CV.CV.CV,"N,V",19.234,1.306,4.284,3,1.7
religião,religion,4.21,2.07,3.02,1.86,4.43,1.33,8,4,CV.CV.CV.VV,N,30.621,1.5,4.486,0,2.6
relíquia,relic,4.57,1.7,4.33,1.93,3.13,1.18,8,3,CV.CV.CVVV,N,1.754,0.44,3.244,0,2.85
relógio,clock,6.21,1.45,6.72,0.62,5.78,1.42,7,3,CV.CV.CVV,N,15.804,1.225,4.199,0,2.6
relva,grass,5.63,1.88,6.55,0.69,4.53,1.44,5,2,CVC.CV,N,8.906,0.996,3.95,3,1.65
relvado,lawn,5.83,1.57,6,1.31,4.11,1.12,7,3,CVC.CV.CV,"ADJ,N",17.04,1.256,4.232,1,1.85
remate,kick,4.92,2.08,4.45,1.63,4.16,1.56,6,3,CV.CV.CV,"N,V",27.934,1.461,4.446,7,1.45
remédio,remedy,5.05,1.74,5.47,1.45,4.74,1.29,7,3,CV.CV.CVV,N,8.838,0.993,3.946,0,2.45
remendo,patch,4.68,1.85,4.55,1.98,2.96,1.14,7,3,CV.CVC.CV,"N,V",0.503,0.177,2.702,12,1.1
remoto,remote,2.68,1.34,2.63,1.46,3.05,1.23,6,3,CV.CV.CV,ADJ,3.4,0.644,3.532,4,1.7
remuneração,income,4.39,1.94,4.19,1.73,4.11,1.61,11,5,CV.CV.CV.CV.CVV,N,10.675,1.067,4.028,0,2.75
renda,lace,4.56,1.94,4.85,1.69,3.6,1.26,5,2,CVC.CV,"N,V",11.622,1.101,4.065,11,1.2
renovação,renewal,3.24,1.73,3.19,1.62,3.86,1.1,9,4,CV.CV.CV.CVV,N,35.297,1.56,4.548,1,2.35
rentável,profitable,3.1,1.68,3.26,1.61,4.26,1.58,8,3,CVC.CV.CVC,ADJ,6.761,0.89,3.83,1,2.2
repartição,partition,3.44,1.9,3.85,1.81,2.86,1.2,10,4,CV.CVC.CV.CVV,N,11.583,1.1,4.064,1,2.5
repetição,repetition,3.05,1.83,3.42,1.88,5.11,1.33,9,4,CV.CV.CV.CVV,N,16.503,1.243,4.218,1,2.3
repetitivo,repetitive,3.4,1.77,3.95,1.85,4.91,1.3,10,5,CV.CV.CV.CV.CV,ADJ,1.187,0.34,3.075,1,2.75
repleto,replete,3.57,1.91,3.22,1.66,3.77,1.34,7,3,CV.CCV.CV,ADJ,3.542,0.657,3.549,1,1.9
réplica,replica,3.8,1.87,4.07,1.99,3.72,1.56,7,3,CV.CCV.CV,N,7.963,0.953,3.901,1,1.85
repolho,drum-head cabbage,5.65,1.87,6.3,1.18,3.13,1.23,7,3,CV.CV.CCV,N,0.186,0.074,2.269,3,1.8
reportagem,reporting,4.66,1.71,4.54,1.67,4.81,1.44,10,4,CV.CVC.CV.CVC,N,24.261,1.402,4.385,1,2.35
repórter,reporter,5.54,1.41,5.95,1.18,4.12,1.46,8,3,CV.CVC.CVC,N,10.919,1.076,4.038,0,2.45
réptil,reptile,5.92,1.11,6.3,0.84,3.39,1.23,6,2,CVC.CVC,"ADJ,N",0.591,0.202,2.772,0,2.8
repugnante,obnoxious,3.48,1.66,2.88,1.33,3.28,1.19,10,4,CV.CVC.CVC.CV,ADJ,1.646,0.423,3.217,0,2.75
reserva,reserve,3.45,1.7,3.36,1.31,4.41,1.49,7,3,CV.CVC.CV,"N,V",37.861,1.59,4.578,2,1.7
reservado,reserved,3.76,1.91,3.53,1.77,4.3,1.32,9,4,CV.CVC.CV.CV,"ADJ,V",15.912,1.228,4.202,1,1.8
reservatório,reservoir,4.67,1.76,4.88,1.44,2.98,1.04,12,5,CV.CVC.CV.CV.CVV,N,3.454,0.649,3.538,0,3.2
resíduo,residue,4.53,1.88,4.27,1.76,3.86,1.34,7,3,CV.CV.CVV,N,1.07,0.316,3.029,0,2.75
resistente,resistant,3.7,1.51,3.71,1.69,4.44,1.55,10,4,CV.CVC.CVC.CV,"ADJ,N",3.561,0.659,3.552,1,2.3
respectivo,respective,2.41,1.46,2.97,1.76,4.98,1.35,10,4,CVC.CVC.CV.CV,ADJ,31.125,1.507,4.493,1,2.55
respeitador,respectful,3.61,1.79,3.31,1.6,4.56,1.25,11,4,CVC.CVV.CV.CVC,ADJ,0.894,0.277,2.951,1,2
respeitável,respectable,3.37,1.7,3.46,1.88,4.5,1.29,11,4,CVC.CVV.CV.CVC,ADJ,4.348,0.728,3.638,0,2.75
respeito,respect,3.52,2.18,3.15,1.78,5.45,1.23,8,3,CVC.CVV.CV,"N,V",145.339,2.165,5.162,3,1.75
respiração,breathing,4.52,1.86,5.03,1.79,5.52,1.28,10,4,CVC.CV.CV.CVV,N,7.836,0.946,3.894,1,2.5
responsável,responsible,3.59,1.86,3.36,1.93,5.42,1.08,11,4,CVC.CVC.CV.CVC,"ADJ,N",278.225,2.446,5.444,0,3.3
resposta,answer,4.39,1.99,3.98,2.04,6.24,0.84,8,3,CVC.CVC.CV,N,182.101,2.263,5.26,1,1.8
restante,remaining,3.02,1.8,3.02,1.83,4.55,1.41,8,3,CVC.CVC.CV,"ADJ,N",22.634,1.374,4.355,2,1.75
restaurante,restaurant,5.92,1.47,5.92,1.42,5.14,1.26,11,4,CVC.CVV.CVC.CV,N,38.809,1.6,4.589,0,2.75
resto,leftover,2.98,1.88,3.51,1.96,5.25,1.56,5,2,CVC.CV,"N,V",143.331,2.159,5.156,12,1.2
restos,leftovers,4.31,1.79,4.58,1.78,5.02,1.39,6,2,CVC.CVC,N,15.907,1.228,4.202,12,1.3
restrito,restricited,3.28,1.71,3.28,1.68,3.91,1.24,8,3,CVC.CCV.CV,"ADJ,V",8.926,0.997,3.951,2,1.8
resultado,outcome,3.37,1.63,4.1,1.88,5.7,1.21,9,4,CV.CVC.CV.CV,"N,V",203.729,2.311,5.309,1,1.85
resultante,resultant,2.67,1.51,3.03,1.86,4.18,1.36,10,4,CV.CVC.CVC.CV,"ADJ,N",16.781,1.25,4.225,0,2.55
resumo,summary,3.79,1.74,4.51,1.82,5.46,1.23,6,3,CV.CV.CV,"N,V",11.28,1.089,4.052,3,1.75
retirada,retreat,3,1.73,2.75,1.42,3.43,1.19,8,4,CV.CV.CV.CV,"N,V",45.458,1.667,4.658,4,1.75
retorno,return,3.02,1.64,2.78,1.41,4.07,1.28,7,3,CV.CVC.CV,"N,V",13.733,1.168,4.138,2,1.8
retrato,portrait,5.8,1.34,5.21,1.91,3.91,1.41,7,3,CV.CCV.CV,"N,V",25.409,1.422,4.405,3,1.7
reunião,reunion,4.72,1.73,4.53,1.81,5.41,1.12,7,4,CV.V.CV.VV,N,308.109,2.49,5.489,1,2
reversível,reversible,2.75,1.77,3.19,1.68,3.51,1.07,10,4,CV.CVC.CV.CVC,ADJ,0.821,0.26,2.914,1,2.95
revestimento,coating,3.48,1.91,4.33,1.6,3.37,1.22,12,5,CV.CVC.CV.CVC.CV,N,3.18,0.621,3.503,0,2.75
revisão,review,3.11,1.84,3.68,1.71,4.47,1.25,7,3,CV.CV.CVV,N,82.206,1.92,4.915,1,1.9
revista,magazine,5.9,1.57,6.54,0.74,5.14,1.3,7,3,CV.CVC.CV,"N,V",97.16,1.992,4.988,4,1.45
revolta,revolt,4.17,1.77,2.91,1.7,4.26,1.52,7,3,CV.CVC.CV,"ADJ,N,V",27.353,1.453,4.437,3,1.6
revólver,revolver,6.1,1.57,6.32,1.22,3.08,1.39,8,3,CV.CVC.CVC,N,2.672,0.565,3.427,1,2.3
riacho,stream,5.79,1.5,5.77,1.56,2.76,0.96,6,3,CV.V.CCV,N,0.596,0.203,2.775,1,1.85
ribeiro,brook,5.23,1.81,6.04,1.13,3.58,1.58,7,3,CV.CVV.CV,N,1.871,0.458,3.272,1,1.85
rico,rich,5.21,1.7,4.22,1.85,4.91,1.29,4,2,CV.CV,"ADJ,N",19.214,1.306,4.284,14,1
ridículo,ridicule,3.55,1.88,3.08,1.64,4.91,1.35,8,4,CV.CV.CV.CV,"ADJ,N",12.13,1.118,4.084,1,2.8
rígido,rigid,3.33,1.75,4.02,1.88,4.23,1.66,6,3,CV.CV.CV,ADJ,5.017,0.779,3.701,4,1.7
rigoroso,rigorous,3.57,1.96,3.86,1.88,4.48,1.31,8,4,CV.CV.CV.CV,ADJ,12.453,1.129,4.095,2,2.25
rim,kidney,6.07,1.34,6.38,0.89,3.09,1.14,3,1,CVC,N,1.353,0.372,3.131,12,1
rinoceronte,rhinocerous,6.52,0.96,6.78,0.57,2.2,1,11,5,CV.CV.CV.CVC.CV,N,1.031,0.308,3.013,0,4.05
rio,river,6.03,1.38,6.4,0.94,4.74,1.21,3,2,CV.V,"N,V",99.124,2.001,4.996,15,1
riqueza,wealth,4.31,1.8,3.48,1.76,4.86,1.31,7,3,CV.CVV.CV,N,31.52,1.512,4.499,0,2.6
risco,risk,4.24,1.88,3.89,1.85,5.04,1.45,5,2,CVC.CV,"N,V",142.779,2.158,5.155,9,1.25
riso,laughter,5.88,1.14,4.44,2.14,5.96,1.17,4,2,CV.CV,N,9.092,1.004,3.959,13,1.05
ritmo,rhythm,3.69,1.82,3.82,1.77,4.63,1.5,5,2,CVC.CV,"N,V",71.321,1.859,4.853,1,1.75
ritual,ritual,4.02,1.75,2.93,1.32,3.49,1.04,6,3,CV.CV.VC,"ADJ,N",12.863,1.142,4.109,0,2.1
robalo,sea bass,4.95,2.21,6.28,1.21,3.16,1.3,6,3,CV.CV.CV,N,1.129,0.328,3.053,0,1.95
robe,robe,5.59,1.94,6.33,0.99,4.16,1.65,4,2,CV.CV,N,0.391,0.143,2.592,8,1.45
rocha,rock,6.02,1.46,6.56,0.71,4.14,1.42,5,2,CV.CCV,N,7.074,0.907,3.85,6,1.5
roda,wheel,6,1.37,6.25,1.17,4.86,1.39,4,2,CV.CV,"N,V",17.695,1.272,4.248,22,1
rodagem,shooting,3.41,1.87,3.48,1.64,2.96,1.09,7,3,CV.CV.CVC,N,13.918,1.174,4.144,3,1.85
rola,turtledove,5.13,1.98,6.2,1.16,3.05,1.34,4,2,CV.CV,"N,V",1.329,0.367,3.124,20,1
roldana,sheave,5.13,2.05,5.19,1.93,1.96,0.89,7,3,CVC.CV.CV,N,0.293,0.112,2.467,0,1.95
rolha,stopper,5.26,2.08,6.38,1.09,4.72,1.68,5,2,CV.CCV,N,1.344,0.37,3.128,11,1.25
roliço,plump,3.96,2.1,3.86,1.53,2.09,0.92,6,3,CV.CV.CV,ADJ,0.103,0.042,2.011,2,1.85
rolo,roll,5.05,1.87,6.24,1.17,4.36,1.46,4,2,CV.CV,"N,V",2.369,0.528,3.375,16,1
romã,pomegranate,5.67,1.92,6.65,0.64,2.83,1.01,4,2,CV.CV,N,0.195,0.078,2.291,0,1.95
romance,romance,4.81,1.83,3.2,1.76,5.07,1.32,7,3,CV.CVC.CV,N,47.613,1.687,4.678,1,1.85
romântico,romantic,4.48,2.05,3.49,1.79,5.21,1.19,9,4,CV.CVC.CV.CV,"ADJ,N",7.054,0.906,3.849,1,2.5
rombo,leak,3.48,1.85,3.42,1.75,2.25,1.14,5,2,CVC.CV,"ADJ,N",1.402,0.381,3.147,10,1.4
rosa,rose,6.4,1.1,6.17,1.2,4.79,1.39,4,2,CV.CV,"ADJ,N,V",12.863,1.142,4.109,16,1
roseira,rosebush,6.05,1.33,6.29,1.09,3.32,1.17,7,3,CV.CVV.CV,N,0.327,0.123,2.515,3,1.75
rosto,face,5.87,1.23,6.25,1.17,5.12,1.49,5,2,CVC.CV,N,39,1.602,4.591,9,1.35
rotina,routine,3.6,1.82,3.2,1.79,5.23,1.21,6,3,CV.CV.CV,N,13.547,1.163,4.132,2,1.8
roupa,clothing,5.87,1.55,6.76,0.43,6.58,0.63,5,2,CVV.CV,N,25.194,1.418,4.401,4,1.7
roupão,robe,5.78,1.67,6.33,1.12,4.12,1.78,6,2,CVV.CVV,N,0.762,0.246,2.882,1,2.2
roupeiro,wardrobe,5.56,1.92,6.3,1.08,4.47,1.81,8,3,CVV.CVV.CV,N,0.337,0.126,2.528,0,2.05
rouxinol,nightingale,5.85,1.56,6.41,0.99,2.73,1.04,8,3,CVV.CV.CVC,N,0.889,0.276,2.949,0,3.7
rua,street,5.82,1.4,6.31,0.97,6.25,1,3,2,CV.V,"N,V",121.845,2.089,5.086,11,1
rude,rude,4.09,1.85,3.75,2.06,3.68,1.53,4,2,CV.CV,ADJ,4.695,0.756,3.672,10,1.3
ruído,noise,4.58,2.02,4.22,1.78,4.83,1.35,5,3,CV.V.CV,"N,V",16.312,1.238,4.213,4,1.65
ruidoso,loud,4.26,1.89,3.9,1.67,4.05,1.52,7,4,CV.V.CV.CV,ADJ,1.348,0.371,3.13,3,1.95
ruína,ruin,5.06,1.68,4.74,1.76,3.24,1.14,5,3,CV.V.CV,N,8.29,0.968,3.919,4,1.65
rumo,route,3.23,1.89,3,1.36,3.75,1.38,4,2,CV.CV,"N,V",29.258,1.481,4.466,12,1.05
rural,rural,4.94,1.77,4.33,1.55,3.47,1.18,5,2,CV.CVC,ADJ,25.174,1.418,4.401,1,1.9
rústico,rustic,4.56,1.6,3.91,1.94,3.33,1.16,7,3,CVC.CV.CV,"ADJ,N",1.622,0.419,3.21,1,2.25
sábado,saturday,4.18,2.15,4.56,2.44,5.38,1.1,6,3,CV.CV.CV,N,143.707,2.161,5.158,0,1.95
sábio,wise,3.69,1.93,3.58,2,3.72,1.58,5,2,CV.CVV,"ADJ,N",4.587,0.747,3.662,3,1.8
sabor,taste,4.2,2.05,3.47,2.01,5.72,1.22,5,2,CV.CVC,N,19.991,1.322,4.301,2,1.9
sabre,saber,4.26,2.39,5.24,1.79,1.88,0.98,5,2,CV.CCV,N,0.699,0.23,2.844,4,1.6
sacerdote,priest,5.24,1.82,6.16,1.3,2.84,1.39,9,4,CV.CVC.CV.CV,N,7.753,0.942,3.89,0,3.4
saco,sack,5.93,1.5,6.21,1.21,5.71,1.21,4,2,CV.CV,"N,V",16.078,1.232,4.206,14,1
sacrifício,sacrifice,3.45,1.8,3.61,1.95,4.79,1.42,10,4,CV.CCV.CV.CVV,N,13.835,1.171,4.141,0,3.15
safira,sapphire,4.77,2.18,5.79,1.67,2.38,1.17,6,3,CV.CV.CV,N,0.239,0.093,2.379,1,1.8
sagaz,sagacious,2.85,1.82,2.83,1.76,2.02,1.21,5,2,CV.CVC,ADJ,0.567,0.195,2.753,1,1.9
sagrado,sacred,4.08,2.02,2.8,1.85,3.78,1.17,7,3,CV.CCV.CV,"ADJ,N,V",10.587,1.064,4.025,1,1.65
saia,skirt,6.08,1.24,6.18,1.15,4.65,1.46,4,2,CVV.V,"N,V",9.971,1.04,3.999,22,1
saída,output,4.79,1.83,4.93,1.81,5.88,1.27,5,3,CV.V.CV,"ADJ,N,V",110.228,2.046,5.042,7,1.5
sal,salt,5.62,1.92,6.71,0.65,6,0.99,3,1,CVC,N,16.898,1.253,4.228,8,1.5
sala,living room,6.25,1.18,6.26,1.01,6.4,0.83,4,2,CV.CV,N,131.694,2.123,5.12,24,1
salada,salad,5.65,1.51,6.55,0.66,5.74,1.06,6,3,CV.CV.CV,N,3.127,0.616,3.495,11,1.05
salão,lounge,5.59,1.84,5.91,1.15,4.23,1.6,5,2,CV.CVV,N,20.841,1.339,4.319,17,1
salário,salary,5.05,1.64,5.18,1.74,4.98,1.56,7,3,CV.CV.CVV,N,28.77,1.474,4.459,2,1.85
salgalhada,hotchpotch,3.44,1.84,3.51,1.85,2.88,1.34,10,4,CVC.CV.CCV.CV,N,0.103,0.042,2.011,1,2.8
saliência,ledge,4.03,1.8,3.98,1.81,3.02,1.17,9,4,CV.CV.VC.CVV,N,0.767,0.247,2.885,1,2.55
saliente,projecting,3.9,1.95,4.25,1.82,3.79,1.25,8,4,CV.CV.VC.CV,"ADJ,V",4.734,0.759,3.675,3,1.7
salmão,salmon,5.35,1.87,6.64,0.68,3.84,0.98,6,2,CVC.CVV,N,2.282,0.516,3.358,1,1.85
salsa,parsley,5.88,1.42,6.14,1.42,4.36,1.41,5,2,CVC.CV,N,5.159,0.79,3.713,8,1.5
salsicha,sausage,6.12,1.45,6.64,0.73,4.66,1.44,8,3,CVC.CV.CCV,N,0.415,0.151,2.618,0,2.65
saltitante,jumpy,4.31,1.95,3.83,1.61,3.03,1.23,10,4,CVC.CV.CVC.CV,ADJ,0.376,0.139,2.575,0,2.6
salvador,savior,4.21,1.96,3.63,1.86,3.11,0.94,8,3,CVC.CV.CVC,"ADJ,N",2.838,0.584,3.453,2,1.8
salvamento,rescue,4.48,1.72,4.16,1.45,3.73,1.42,10,4,CVC.CV.CVC.CV,N,6.634,0.883,3.822,1,2.5
sanção,sanction,3.59,1.75,2.91,1.27,2.98,1.37,6,2,CVC.CVV,N,5.286,0.798,3.723,2,1.85
saneamento,swerage,4.37,1.9,4.93,1.83,3.32,1.19,10,5,CV.CV.V.CVC.CV,N,25.78,1.428,4.411,0,1.95
sangrento,bloody,5.05,1.71,4.38,1.74,3.12,1.2,9,3,CVC.CCVC.CV,ADJ,3.21,0.624,3.507,2,2.35
sangue,blood,6.19,1.18,6.41,0.9,4.72,1.31,6,2,CVC.CVV,N,73.769,1.874,4.868,7,1.55
sanita,toilet,6.02,1.49,6.64,0.7,6.02,1.07,6,3,CV.CV.CV,N,0.899,0.279,2.954,3,1.75
sanitário,bathroom,4.98,2.02,5.46,1.44,3.91,1.95,9,4,CV.CV.CV.CVV,"ADJ,N",10.474,1.06,4.02,2,2.35
santo,saint,5,1.8,3.67,2.11,4.5,1.4,5,2,CVC.CV,"ADJ,N",17.367,1.264,4.24,9,1.35
santuário,sanctuary,5.68,1.56,5.53,1.35,2.8,1,9,4,CVC.CV.V.CVV,N,10.504,1.061,4.021,0,2.75
sapateira,shoe closet,5.9,1.41,6.11,1.13,3.48,1.5,9,4,CV.CV.CVV.CV,N,0.279,0.107,2.445,1,1.85
sapateiro,shoemaker,5.73,1.44,5.77,1.36,3.55,1.09,9,4,CV.CV.CVV.CV,N,1.754,0.44,3.244,1,2.25
sapatilha,sneaker,6.34,1.05,6.68,0.64,5.79,1.22,9,4,CV.CV.CV.CCV,N,0.103,0.042,2.011,1,2.65
sapato,shoe,5.77,2.14,6.39,1.08,6.25,1.01,6,3,CV.CV.CV,N,2.731,0.572,3.436,1,1.85
sapo,toad,5.63,1.97,6.48,0.93,3.97,1.45,4,2,CV.CV,N,1.676,0.427,3.224,11,1.3
sarampo,measles,4.58,2.1,5.46,1.48,2.29,0.88,7,3,CV.CVC.CV,N,1.099,0.322,3.041,0,2.45
sarcástico,sarcastic,3.62,2.05,2.93,1.4,3.86,1.41,10,4,CVC.CVC.CV.CV,ADJ,0.933,0.286,2.97,1,2.95
sardinha,sardine,5.98,1.5,6.63,0.7,4.12,1.34,8,3,CVC.CV.CCV,N,8.217,0.965,3.915,3,1.8
satisfação,satisfaction,3.89,1.87,3.48,1.69,5.16,1.25,10,4,CV.CVC.CV.CVV,N,26.146,1.434,4.417,1,2.65
satisfatório,satisfactory,3.23,1.65,2.79,1.45,4.55,1.13,12,5,CV.CVC.CV.CV.CVV,ADJ,2.594,0.556,3.414,1,3.3
satisfeito,satisfied,3.73,1.78,2.9,1.88,5.74,1.08,10,4,CV.CVC.CVV.CV,"ADJ,V",34.969,1.556,4.544,1,3.15
saudação,salute,4.34,2.04,3.97,1.71,4.53,1.48,8,3,CVV.CV.CVV,N,3.991,0.698,3.601,1,2.15
saudade,nostalgia,4.28,2.2,3.32,2.13,5.44,1.21,7,3,CVV.CV.CV,N,11.168,1.085,4.048,2,1.95
saudável,healthy,4,1.77,4.09,1.89,5.4,1.31,8,3,CVV.CV.CVC,ADJ,13.21,1.153,4.121,0,2.65
saúde,health,4.4,1.8,3.72,1.93,5.81,1.39,5,3,CV.V.CV,"INT,N,V",213.627,2.332,5.33,5,1.65
sável,allis shad (fish),3.83,2.37,4.34,2.15,1.43,0.67,5,2,CV.CVC,N,1.231,0.349,3.09,0,2
saxofone,saxophone,5.81,1.53,5.79,1.97,2.82,1.35,8,4,CV.CV.CV.CV,N,3.855,0.686,3.586,0,3.45
sé,see,4.59,2.22,5.59,1.45,2.69,1.23,2,1,CV,N,10.601,1.065,4.025,9,1.45
sebo,grime,3.46,2,4.08,1.88,2.15,0.96,4,2,CV.CV,N,0.689,0.228,2.838,13,1.3
seca,drought,4.13,1.72,4.3,1.86,5.86,1.15,4,2,CV.CV,"ADJ,N,V",20.748,1.337,4.317,16,1
secador,hairdryer,5.75,1.71,6.54,0.79,4.95,1.33,7,3,CV.CV.CVC,"ADJ,N",0.322,0.121,2.508,6,1.65
secção,section,3.51,1.75,3.75,1.61,4.4,1.56,6,2,CVC.CVV,N,60.417,1.788,4.781,1,1.9
seco,dry,4.5,1.8,4.41,2.09,5.52,1.24,4,2,CV.CV,"ADJ,N,V",10.963,1.078,4.04,17,1
secretária,secretary / desk,5.88,1.52,6.48,0.82,5.38,1.24,10,4,CV.CCV.CV.CVV,N,26.879,1.445,4.429,2,2.2
secretário,secretary,4.81,2.06,5.47,1.41,3.91,1.43,10,4,CV.CCV.CV.CVV,N,168.584,2.229,5.227,2,2.4
secreto,secret,3.85,2.12,2.95,1.77,4.37,1.16,7,3,CV.CCV.CV,ADJ,13.322,1.156,4.125,2,2
sector,sector,2.92,1.64,3.52,1.68,4.3,1.39,6,2,CVC.CVC,N,231.707,2.367,5.365,1,1.95
século,century,3.61,1.9,3.97,2.16,4,1.36,6,3,CV.CV.CV,N,186.557,2.273,5.271,2,1.9
secundário,secondary,3.57,1.96,3.97,1.77,4.46,1.28,10,4,CV.CVC.CV.CVV,"ADJ,N",34.237,1.547,4.535,1,2.65
seda,silk,4.79,1.93,5.4,1.6,3.07,0.97,4,2,CV.CV,"N,V",6.322,0.865,3.801,15,1
sede,thirst,4.18,1.95,3.93,1.7,5.74,1.54,4,2,CV.CV,"N,V",117.483,2.074,5.07,13,1.2
