word_italian,translate_word_english,aoa_mean,aoa_sd,familiar_mean,familiar_sd,imagine_mean,imagine_sd,concrete_mean,concrete_sd,frequency_ilc_adult_written,frequency_colfis_adult_written,frequency_totfq_child_written,frequency_compfq_child_written,frequency_prodfq_child_written,frequency_spkfq_adult_spoken,n,bigram,syllables,length,phonome_stress,phoneme_voice,mann,voiced,stop,nasal,fricative,affricate,liquid,bilabial,labiodental,dental,alveolar,palatal,velar,vowel,rt_mean
palo,pole,2.98,0.88,6.59,0.79,5.36,1.67,6.64,0.65,30,34,28,13,15,5,4,11.24,2,4,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,501
palude,marsh,3.95,0.96,5.75,1.38,5.25,1.75,6.41,1.15,8,14,30,25,5,0,0,10.65,3,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,513
pane,bread,1.52,0.73,6.93,0.25,6.61,0.84,6.91,0.29,264,167,213,91,122,26,2,11.42,2,4,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,579
panno,cloth,3.5,1.13,6.07,1.28,5.36,1.67,5.68,1.75,25,11,41,14,27,2,3,11.17,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,514
parete,wall,3.5,1.02,6.5,0.95,5.57,1.5,6.61,0.81,56,92,81,40,41,4,1,11.26,3,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,545
parola,word,2.48,0.66,6.64,1.12,3.82,2.07,3.52,1.93,427,555,512,418,94,135,0,11.26,3,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,503
parrucca,wig,3.73,0.97,6.3,1.09,5.66,1.38,4.75,2.37,4,14,19,16,3,0,0,10.36,3,8,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,487
patata,potato,2.18,0.81,6.77,0.77,6.27,1.25,6.61,1.08,1,25,66,28,38,2,1,11.32,3,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,516
patente,driving licence,5.27,1.28,6.48,1.11,5.75,1.56,4.02,2.36,7,63,0,0,0,3,3,11.31,3,7,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,514
patto,pact,4.68,1.2,5.82,1.39,2.98,1.76,3.89,2.23,40,167,16,8,8,7,5,11.31,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,512
pattuglia,patrol,5.3,1.27,5.18,1.51,4.45,1.53,5.84,1.57,20,55,0,0,0,2,0,10.67,3,9,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,544
paura,fear,2.23,1.16,6.7,0.76,3.77,1.96,4.55,2.52,492,639,591,201,390,63,1,10.68,3,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,514
pecora,sheep,2.18,1.04,6.73,0.73,6,1.56,5.55,2.1,5,33,80,46,34,2,0,11.22,3,6,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,513
pentola,pot,3.11,1.08,6.61,0.69,6.18,1.26,4.68,2.5,34,35,52,31,21,2,1,11.37,3,7,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,541
pepe,pepper,3.18,0.87,6.43,1.09,5.61,1.33,6.73,0.54,19,108,20,9,11,1,2,10.82,2,4,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,493
pericolo,danger,2.82,1.24,6.55,0.98,3.45,2.04,4.27,2.08,121,250,133,84,49,12,0,11.21,4,8,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,523
perla,pearl,3.52,1.05,5.86,1.39,6.02,1.34,6.73,0.73,25,11,26,11,15,1,0,11.17,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,526
pettine,comb,2.36,0.87,6.68,0.74,6.2,1.07,5.32,2.08,15,19,11,9,2,0,0,11.17,3,7,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,529
pianeta,planet,4.09,1.01,6.45,1.07,5.27,1.68,5.16,1.71,29,123,164,103,61,0,0,11.17,3,7,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,529
picco,peak,4.93,1.42,4.95,1.57,3.95,1.83,3.77,2.19,23,28,9,7,2,1,1,11.09,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,515
pietra,stone,2.66,0.81,6.68,0.64,6.14,1.25,5.52,1.69,136,131,210,108,102,8,0,10.99,2,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,513
pigiama,pyjamas,2.07,0.79,6.66,0.78,5.95,1.33,4.5,2.57,10,12,26,13,13,2,1,10.79,3,7,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,539
pillola,pill,3.68,1.09,6.18,1.15,5.57,1.56,4.82,2.12,8,32,13,6,7,0,0,11.12,3,7,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,518
pinguino,penguin,2.89,0.95,6.23,1.01,6.16,1.06,6.52,1.07,1,0,19,17,2,1,0,10.69,3,8,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,591
pioggia,rain,2.05,0.86,6.93,0.33,5.93,1.42,6.48,0.95,122,155,296,102,194,25,0,10.68,2,7,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,523
piombo,lead,4.64,1.1,5.8,1.32,4.14,2.02,6.41,1.26,48,67,31,10,21,3,0,10.46,2,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,526
pipa,pipe,3.18,1.23,5.98,1.27,6.16,1.4,6.41,0.87,18,16,26,25,1,1,4,10.68,2,4,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,504
piramide,pyramid,4.09,0.91,5.95,1.26,6.11,1.08,4.41,2.6,6,16,8,3,5,3,0,10.76,4,8,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,538
piscina,swimming pool,2.73,0.79,6.64,0.78,6.14,1.21,6.59,0.9,9,60,60,14,46,12,0,10.97,3,7,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,538
pistola,pistol,3.23,0.96,6.59,0.92,6,1.45,6.75,0.81,44,214,47,15,32,7,1,11.17,3,7,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,548
piuma,feather,3,0.96,6.32,1.12,5.73,1.47,5.5,1.93,13,11,48,27,21,0,0,10.49,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,549
pollice,thumb,2.25,0.84,6.41,1.02,6.3,1.13,6.91,0.29,16,28,21,15,6,1,2,11.05,3,7,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,513
polpa,pulp,4.32,1.44,5.27,1.58,4.55,1.84,4.95,1.98,14,30,0,0,0,1,3,10.53,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,524
polvere,dust,2.84,0.78,6.59,0.84,4.89,2.09,4.61,2.01,83,129,61,33,28,4,0,10.85,3,7,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,514
pomata,ointment,3.36,1.37,5.95,1.51,5.59,1.35,6.64,1.04,1,0,0,0,0,0,1,11.18,3,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,534
ponte,bridge,2.86,1,6.66,0.68,5.84,1.31,6.61,0.87,106,165,90,37,53,17,3,11.46,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,506
pontefice,pope,5.25,1.26,5.66,1.4,5.41,1.62,6.23,1.31,15,39,0,0,0,0,0,10.71,4,9,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,562
prato,meadow,2.07,0.7,6.95,0.21,6.36,0.94,6.5,0.9,45,75,334,105,229,7,2,11.39,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,489
preda,prey,4.43,1.23,5.75,1.43,4.14,1.81,4.48,1.8,55,89,35,29,6,1,1,11.09,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,498
prefetto,prefect,6.36,0.97,4.52,1.85,3.45,1.61,5.55,1.82,27,88,0,0,0,2,2,10.62,3,8,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,578
pregio,value,5.25,1.1,5.55,1.63,2.73,1.72,4.18,2.7,13,24,19,0,19,1,1,11.03,2,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,520
prestigio,prestige,5.5,1.34,5.41,1.66,2.52,1.61,3.2,2.04,20,75,0,0,0,0,0,10.97,3,9,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,516
pretore,magistrate,6.52,1.02,3.91,1.78,3.66,1.89,5.61,1.6,27,45,0,0,0,0,0,11.32,3,7,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,555
prigione,prison,3.52,1.09,6.5,0.93,5.48,1.41,4.14,2.21,50,72,61,37,24,3,0,11.02,3,8,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,528
principe,prince,2.57,0.87,6.39,1.1,4.68,1.85,4.84,1.7,126,284,329,229,100,5,0,10.79,3,8,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,516
principio,principle,4.98,1.17,5.59,1.6,2.68,1.85,4.02,2.8,79,230,14,11,3,33,0,10.75,3,9,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,577
problema,problem,3.45,1.07,6.43,1.09,3.05,1.8,3.09,1.8,135,989,389,165,224,396,0,10.26,3,8,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,515
profitto,profit,5.66,1.35,5.43,1.48,3.09,1.78,4.61,2.46,10,37,0,0,0,10,0,10.65,3,8,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,536
progresso,progress,5.41,1.04,5.86,1.44,3.2,1.9,2.14,1.21,30,76,21,18,3,7,1,10.77,3,9,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,539
prosa,prose,5.32,1.27,4.41,1.98,3.5,1.97,4.93,2.29,25,26,0,0,0,2,2,11.1,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,508
proverbio,proverb,4.05,1.12,5.8,1.44,3.39,2.12,4.73,2.48,22,29,29,11,18,2,0,10.59,3,9,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,561
provincia,province,4.95,1.14,5.8,1.58,3.25,1.84,4.93,2.24,145,335,38,22,16,63,0,10.84,3,9,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,527
prugna,plum,3.2,1.17,5.98,1.41,6.07,1.11,6.82,0.76,4,5,0,0,0,0,0,10.24,2,6,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,532
pugile,boxer,3.86,1,6.41,1.02,5.68,1.47,6.2,1.29,9,27,0,0,0,0,0,10.51,3,6,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,551
pugno,fist,2.77,1.03,6.43,1.07,5.23,1.55,4.89,1.81,70,112,49,22,27,0,0,10.37,2,5,p,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,549
pulpito,pulpit,5.84,1.18,3.86,1.73,3.68,2.07,3.16,1.96,10,13,0,0,0,0,0,10.2,3,7,ap,voiceless,stop,0,1,0,0,0,0,1,0,0,0,0,0,0,554
quaderno,notebook,2.52,0.59,6.86,0.41,6.32,1.2,6.43,0.87,16,9,115,68,47,8,0,10.73,3,8,p,voiceless,stop,0,1,0,0,0,0,0,0,0,0,0,1,0,529
questione,question,5.52,1.17,5.5,1.61,2.39,1.63,3.66,2.19,115,464,27,25,2,160,0,11,3,9,p,voiceless,stop,0,1,0,0,0,0,0,0,0,0,0,1,0,536
rabbia,anger,4.25,1.3,6.41,1.04,3.7,2.08,2.73,1.69,79,162,35,23,12,1,2,10.47,2,6,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,508
racchetta,racket,3.41,1,6.39,0.87,6.3,1.15,6.59,1.13,3,17,0,0,0,0,2,10.9,3,9,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,588
raffica,gust,5.02,1.44,5,1.57,3.73,1.77,3.11,1.94,12,45,0,0,0,0,0,10.31,3,7,ap,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,554
ragazzo,boy,2.86,1.03,6.98,0.15,5.93,1.21,5.98,1.41,289,505,1031,596,435,44,1,10.04,3,7,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,513
ragno,spider,2.3,0.67,6.7,0.59,6.34,0.99,5.52,2.02,8,26,32,12,20,5,2,10.85,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,506
rana,frog,2.57,0.73,6.39,1.32,6.2,1.13,4.84,2.47,15,15,145,70,75,0,2,11.35,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,533
rapa,turnip,4.39,1.3,4.84,1.63,4.52,1.72,6.61,0.72,1,1,0,0,0,1,1,10.89,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,515
rata,instalment,6.07,1.09,5.43,1.69,3.57,2.12,5,1.94,4,12,0,0,0,2,3,11.37,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,521
razzo,rocket,4.16,1.26,5.57,1.39,4.77,1.87,6.43,1.02,6,31,27,20,7,2,5,10.22,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,509
religione,religion,3.66,1.14,6.52,1.19,3.16,1.99,4.41,2.55,39,133,23,9,14,42,0,11,4,9,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,573
residuo,left-over,5.64,1.16,4.84,1.61,2.73,1.6,5.32,2.11,10,32,8,4,4,1,0,10.57,4,7,ap,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,536
ringhiera,railings,3.5,1.3,5.86,1.34,5.91,1.41,6.75,0.69,11,11,0,0,0,0,0,10.57,3,9,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,605
rissa,brawl,5.07,1.32,5.91,1.24,4.7,1.56,3.89,1.65,19,29,0,0,0,1,1,10.97,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,495
ritmo,rhythm,4.61,1.17,6.09,1.14,3.84,1.93,3.2,1.69,95,195,18,14,4,4,1,10.05,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,528
rito,rite,4.89,1.32,5.05,1.7,3.11,1.88,4.2,2.32,25,101,0,0,0,4,3,11.23,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,506
riva,shore,3.39,1.32,5.75,1.3,5.61,1.28,6.09,1.2,153,126,99,65,34,1,4,10.94,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,498
romanzo,novel,4.64,1.12,6.02,1.5,5.14,1.53,5.75,1.73,67,233,16,11,5,40,0,10.55,3,7,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,520
rospo,toad,2.89,0.92,6.18,1.24,5.66,1.6,6.89,0.32,13,10,0,0,0,2,2,10.79,2,5,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,509
rovo,bramble,5,1.49,4.86,1.9,4.57,1.89,3.86,2.48,3,0,14,12,2,0,0,10.78,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,507
rubinetto,tap,2.7,0.82,6.68,0.67,6.07,1.34,6.45,1.02,7,14,13,10,3,3,0,10.41,4,9,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,570
ruga,wrinkle,4.55,1.25,6.14,1.11,4.84,1.67,4.66,2.07,8,10,16,8,8,1,1,9.85,2,4,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,513
ruggine,rust,4.2,1.23,5.84,1.27,5.09,1.6,6.34,1.45,8,10,0,0,0,0,0,10.2,3,7,ap,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,505
rumore,noise,2.52,1.02,6.75,0.61,4.82,2.11,4.59,1.83,64,143,245,128,117,1,1,10.47,3,6,p,voiced,liquid,1,0,0,0,0,1,0,0,0,0,1,0,0,508
sabbia,sand,2.16,0.78,6.82,0.5,6.39,0.92,6.91,0.29,60,86,119,50,69,6,2,10.54,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,524
sacerdote,priest,4.11,1.22,5.86,1.46,5.52,1.58,5.86,1.47,59,69,18,9,9,6,0,10.75,4,9,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,575
sangue,blood,2.18,0.72,6.77,0.71,5.66,1.58,6.64,0.87,449,478,138,85,53,11,0,10.71,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,552
sapone,soap,2.02,0.66,6.74,0.73,6.07,1.35,5.57,1.69,23,21,26,16,10,8,0,11.08,3,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,515
satellite,satellite,5.45,1.25,5.11,1.73,4.73,1.87,5.2,1.77,10,38,23,21,2,0,0,11.19,4,9,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,572
sbornia,drunkenness,5.75,1.37,5.59,1.53,4.5,1.95,3.55,1.73,6,12,0,0,0,0,0,10.24,2,7,p,voiced,fricative,1,0,0,1,0,0,0,0,0,0,1,0,0,563
scaffale,shelf,4.14,1,5.82,1.37,5.39,1.5,5.84,1.46,3,6,20,10,10,3,0,10.51,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,606
scafo,hull,5.32,1.22,4.45,1.85,4.77,1.88,4.66,2.24,3,8,0,0,0,0,2,10.48,2,5,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,588
scandalo,scandal,5.41,1.28,6.2,0.98,2.84,1.68,4.61,2.52,52,174,0,0,0,3,0,11.05,3,8,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,605
scapolo,bachelor,5.45,1.32,5.48,1.59,3.93,2,5.2,2.17,10,16,0,0,0,1,1,10.82,3,7,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,616
scatola,box,2.73,0.66,6.61,0.87,5.84,1.43,6.7,0.67,20,68,137,82,55,18,1,11.24,3,7,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,610
scheletro,skeleton,3.52,0.98,6.57,0.79,5.77,1.7,6.11,1.33,67,15,34,21,13,0,0,11.04,3,9,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,637
schiaffo,slap,2.41,0.79,6.52,1,5.41,1.92,6.14,1.41,17,19,13,1,12,1,0,10.33,2,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,621
schiavo,slave,4.09,0.88,6.11,1.33,4.25,1.98,5.23,1.7,21,19,40,36,4,5,0,10.91,2,7,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,625
schiena,back,3.02,1.19,6.75,0.65,5.91,1.33,5.09,2.17,94,125,61,24,37,5,1,11,2,7,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,615
schiuma,foam,2.61,1.06,6.41,1.02,6,1.2,5.75,1.43,13,18,76,7,69,0,1,10.52,2,7,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,632
scienza,science,4.16,1.1,6.05,1.43,2.86,1.91,2.75,1.59,54,227,87,51,36,15,0,10.72,2,7,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,548
scimmia,monkey,2.32,0.91,6.64,0.84,6.27,1.19,6.48,0.95,6,23,76,54,22,1,0,10.75,2,7,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,553
scirocco,sirocco,5.57,1.19,4.3,1.81,3.75,1.84,5.55,1.95,8,2,0,0,0,0,0,10.78,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,594
sciroppo,syrup,2.48,1,6.14,1.19,5.52,1.64,4.57,2.42,3,16,0,0,0,8,0,10.55,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,559
scorpione,scorpion,4.41,1.44,6,1.36,5.34,1.83,5.7,1.68,3,17,13,7,6,0,0,10.84,3,9,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,619
scrupolo,scruple,5.75,1.3,5.05,1.71,2.77,1.78,4.14,2.7,6,10,0,0,0,1,0,10.2,3,8,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,516
scudo,shield,3.36,1.2,5.77,1.44,5.2,1.34,5.86,1.61,22,31,31,20,11,0,1,10.44,2,5,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,600
scuola,school,2.2,0.63,6.89,0.54,6.14,1.11,6.32,1.14,150,684,1823,428,1395,149,0,10.83,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,0,1,0,0,597
secchio,pail,2.84,0.78,6.5,0.88,6.36,1.12,6.75,0.81,19,5,30,19,11,0,1,10.89,2,7,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,540
sede,seat,5.18,1.28,5.61,1.57,3.16,1.64,4.8,2.12,85,349,19,16,3,42,3,11.27,2,4,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,506
sedia,chair,1.91,0.68,6.82,0.5,6.32,1.07,6.59,1,65,83,119,44,75,6,1,11.26,2,5,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,555
seme,seed,3.11,0.81,6.2,1.11,5.02,1.65,6.5,1.25,26,36,70,50,20,2,1,11.19,2,4,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,544
seno,breast,3.68,1.43,6.73,0.73,6.36,1.12,6.77,0.52,87,107,0,0,0,0,2,11.6,2,4,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,534
sentiero,path,3.73,1.02,6.2,1.13,5.48,1.39,5.86,1.49,39,40,62,25,37,0,0,11.27,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,557
sera,evening,2.3,0.76,6.89,0.32,5.48,1.61,5.43,1.96,924,1217,808,218,590,180,4,11.68,2,4,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,544
sergente,sergeant,5.14,1.41,5.36,1.66,4.3,1.98,5.2,1.46,31,31,12,12,0,0,0,10.92,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,580
serpente,snake,2.52,0.9,6.59,0.73,6.27,1.02,5.86,1.47,35,27,89,65,24,0,0,10.99,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,548
seta,silk,4.02,1.23,6.11,1.15,5.02,1.84,6.45,0.95,79,113,27,20,7,22,3,11.38,2,4,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,530
sigaro,cigar,4.14,1.21,6.2,1.36,6.09,1.36,6.77,0.48,14,17,0,0,0,3,0,10.88,3,6,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,565
silenzio,silence,2.43,0.93,6.59,1.17,4.14,2.27,4.89,2.42,337,364,112,89,23,32,0,10.97,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,545
sillaba,syllable,3.77,0.94,4.89,1.78,3.52,2.13,5.32,2.03,4,6,9,6,3,0,0,10.88,3,7,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,556
simbolo,symbol,4.89,0.99,5.57,1.47,3.25,1.73,3.16,1.92,38,194,43,35,8,11,0,10.5,3,7,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,563
sintomo,symptom,5.64,1.06,4.86,1.77,2.91,1.93,4.95,2.25,7,30,11,10,1,1,0,11.22,3,7,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,555
soffitto,ceiling,3.02,0.82,6.43,0.82,5.7,1.41,6.52,0.9,31,51,26,14,12,4,0,10.47,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,543
sogliola,sole,3.93,1.48,5.55,1.68,5.8,1.62,6.7,0.88,2,5,0,0,0,0,0,10.97,3,8,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,612
sonno,sleep,1.91,0.88,6.7,0.73,5,2,4.68,2.05,245,177,114,74,40,13,4,11.28,2,5,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,536
sorella,sister,1.77,0.68,6.98,0.15,5.55,1.55,4.57,1.84,323,241,825,84,741,37,0,11.43,3,7,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,536
sorso,sip,3.41,1.47,5.77,1.31,3.89,1.87,5.68,1.95,11,10,7,6,1,0,4,11.07,2,5,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,554
spada,sword,2.5,0.85,6.41,1.13,5.75,1.56,6.43,1.09,45,51,52,32,20,3,0,10.8,2,5,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,591
specchio,mirror,2.52,0.76,6.68,0.74,6.3,0.95,6.25,1.2,84,114,92,66,26,4,1,10.75,2,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,606
spiaggia,beach,2.18,0.95,6.82,0.45,6.5,0.76,6.39,1.08,54,162,112,45,67,10,0,10.63,2,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,593
spiedo,spit,4.77,1.26,5.23,1.6,5.02,1.7,5.59,1.54,4,2,0,0,0,0,0,10.7,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,629
spigolo,edge,3.41,1.11,5.89,1.35,5,1.86,4.77,1.99,8,2,0,0,0,0,1,10.49,3,7,ap,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,642
spugna,sponge,2.77,0.74,6.32,0.98,5.93,1.42,6.7,0.63,17,35,18,12,6,0,0,10.22,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,609
squalo,shark,3.27,0.92,6.52,1.02,6.2,1.3,6.91,0.36,2,7,28,8,20,0,0,10.42,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,596
staffa,stiurrup,5.5,1.23,4.34,1.89,3.93,1.91,6.36,1.28,1,5,0,0,0,0,1,10.52,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,599
stagione,season,3.2,0.93,6.66,0.83,4.27,2,3.2,1.8,173,509,202,63,139,9,0,11.15,3,8,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,577
stalla,cattleshed,2.8,0.93,6.25,1.16,5.75,1.3,6.2,1.15,36,9,54,21,33,0,2,11.49,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,580
stanza,room,2.5,0.79,6.82,0.45,5.77,1.44,6.34,1.24,271,363,280,119,161,1,0,11.03,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,573
statua,statue,3.16,0.81,6.55,0.82,5.95,1.12,6.64,0.72,45,52,58,25,33,7,0,11.13,2,6,p,voiceless,fricative,0,0,0,1,0,0,0,0,0,1,0,0,0,583
