word_polish,translate_word_english,pos,length,frequency_subtlex_pl,frequency_kazojc2011,valence_n,valence_minimum,valence_maximum,valence_mean,valence_sd,arousal_n,arousal_minimum,arousal_maximum,arousal_mean,arousal_sd,dominance_n,dominance_minimum,dominance_maximum,dominance_mean,dominance_sd,origin_n,origin_minimum,origin_maximum,origin_mean,origin_sd,significance_n,significance_minimum,significance_maximum,significance_mean,significance_sd,concrete_n,concrete_minimum,concrete_maximum,concrete_mean,concrete_sd,imagine_n,imagine_minimum,imagine_maximum,imagine_mean,imagine_sd,aoa_n,aoa_minimum,aoa_maximum,aoa_mean,aoa_sd,valence_n_female,valence_minimum_female,valence_maximum_female,valence_mean_female,valence_sd_female,arousal_n_female,arousal_minimum_female,arousal_maximum_female,arousal_mean_female,arousal_sd_female,dominance_n_female,dominance_minimum_female,dominance_maximum_female,dominance_mean_female,dominance_sd_female,origin_n_female,origin_minimum_female,origin_maximum_female,origin_mean_female,origin_sd_female,significance_n_female,significance_minimum_female,significance_maximum_female,significance_mean_female,significance_sd_female,concrete_n_female,concrete_minimum_female,concrete_maximum_female,concrete_mean_female,concrete_sd_female,imagine_n_female,imagine_minimum_female,imagine_maximum_female,imagine_mean_female,imagine_sd_female,aoa_n_female,aoa_minimum_female,aoa_maximum_female,aoa_mean_female,aoa_sd_female,valence_n_male,valence_minimum_male,valence_maximum_male,valence_mean_male,valence_sd_male,arousal_n_male,arousal_minimum_male,arousal_maximum_male,arousal_mean_male,arousal_sd_male,dominance_n_male,dominance_minimum_male,dominance_maximum_male,dominance_mean_male,dominance_sd_male,origin_n_male,origin_minimum_male,origin_maximum_male,origin_mean_male,origin_sd_male,significance_n_male,significance_minimum_male,significance_maximum_male,significance_mean_male,significance_sd_male,concrete_n_male,concrete_minimum_male,concrete_maximum_male,concrete_mean_male,concrete_sd_male,imagine_n_male,imagine_minimum_male,imagine_maximum_male,imagine_mean_male,imagine_sd_male,aoa_n_male,aoa_minimum_male,aoa_maximum_male,aoa_mean_male,aoa_sd_male
alimenty,alimony,N,8,260,82,50,1,6,3.6,1.24539969815448,50,1,9,4.48,2.50093859931647,50,2,8,4.14,1.56505199757134,50,1,9,6.34,2.17227427140407,50,1,7,3.06,2.07423455269452,50,1,8,3.42,2.17677912222135,50,1,9,5.24,2.56793413355672,50,4,17,11.56,3.34517624074318,25,1,6,3.8,1.3228756555323,25,1,9,4.52,2.51859749331515,25,2,8,4.52,1.50332963783729,25,1,9,6.48,2.02319878739914,25,1,7,3.56,2.36431808350738,25,1,7,2.88,2.12759645296439,25,1,9,5.44,2.75499546279118,25,4,17,11.76,3.38230690505755,25,1,6,3.4,1.15470053837925,25,1,9,4.44,2.53442958736938,25,2,7,3.76,1.56204993518133,25,1,9,6.2,2.34520787991171,25,1,7,2.56,1.6350331291241,25,1,8,3.96,2.13072757526625,25,1,8,5.04,2.40624188310319,25,6,16,11.36,3.36501609703926
alkoholik,alcoholic,N,9,126,108,50,1,5,2.24,1.06061206818689,50,1,9,5.56,2.35744586796986,50,1,9,2.96,2.02997939066647,50,1,9,4.46,2.58890883956771,50,1,9,4.36,2.47237801746102,50,1,8,3.24,2.22747225640663,50,1,9,7.16,1.70664965977921,50,3,16,10,3.15581743348207,25,1,5,2.32,1.21518174223721,25,1,9,5.96,2.11108187114253,25,1,7,2.56,1.68522995463527,25,1,9,4.88,2.57099202643649,25,1,9,4.4,2.34520787991171,25,1,7,2.48,1.63605215890774,25,4,9,7.32,1.6,25,3,15,9.6,3.21455025366432,25,1,4,2.16,0.898146239020499,25,1,9,5.16,2.56059888828115,25,1,9,3.36,2.28910462845192,25,1,9,4.04,2.58972327994067,25,1,9,4.32,2.64133804475434,25,1,8,4,2.5,25,1,9,7,1.82574185835055,25,5,16,10.4,3.1091263510296
alkoholizm,alcoholism,N,10,115,86,50,1,6,2.08,1.25908940208747,50,1,9,6.1,2.37546987833084,50,1,8,2.3,1.51522881682832,50,1,9,4.6,2.4660966430903,50,1,9,4.32,2.48620684774938,50,1,9,4.92,2.08825676738533,50,1,9,6.8,1.91662969499982,50,3,17,10.96,3.90687515405698,25,1,6,2,1.44337567297406,25,1,9,6.36,2.343074902772,25,1,8,2.64,1.9122412679018,25,1,9,4.92,2.43104915622864,25,1,9,4.92,2.54820198048219,25,1,8,4.2,1.95789002074512,25,3,9,7.16,1.88591268797542,25,3,16,11.4,3.3166247903554,25,1,5,2.16,1.06770782520313,25,1,9,5.84,2.42693221990232,25,1,4,1.96,0.888819441731559,25,1,9,4.28,2.5086516962969,25,1,8,3.72,2.31876403859182,25,1,9,5.64,1.99749843554382,25,1,9,6.44,1.91659420152867,25,3,17,10.52,4.44522215417857
altruizm,altruism,N,8,42,59,48,4,9,6.41666666666667,1.26882980655964,49,1,7,3.6734693877551,1.85278793423632,49,2,9,5.3265306122449,1.85278793423632,50,1,9,4.2,2.1946130708196,49,1,9,4.87755102040816,2.49693689899265,50,3,9,7.72,1.48516473352766,49,1,9,4.06122448979592,2.37529088802216,50,4,18,12.92,3.40371945413381,24,4,9,6.70833333333333,1.23285341230492,24,1,7,4.20833333333333,1.84105750959148,24,2,9,5.20833333333333,2.02117414577177,25,2,9,4.76,2.16564078277077,25,1,9,5.12,2.48864086065735,25,5,9,8.08,1.25565388012249,24,1,9,4.54166666666667,2.48437143947425,25,4,18,13,3.71931893407023,24,4,9,6.125,1.26189987889207,25,1,6,3.16,1.74833253892578,25,2,8,5.44,1.70977581376429,25,1,9,3.64,2.11896201004171,24,1,9,4.625,2.53347158280285,25,3,9,7.36,1.62992842378635,25,1,8,3.6,2.21735578260834,25,7,18,12.84,3.13155978174881
ambicja,ambition,N,7,193,398,49,4,9,6.85714285714286,1.09924216318941,50,1,9,5.14,2.39054259061641,50,1,9,7.12,1.67380783038592,50,1,9,6.14,2.34746932778641,50,2,9,6.08,1.80520788559215,50,2,9,6.92,1.957090718805,50,1,9,4.34,2.31772231613148,50,5,16,10.6,2.90671284991083,24,4,9,6.70833333333334,1.19706767331373,25,1,9,5.6,2.44948974278318,25,5,9,7.6,1.29099444873581,25,1,9,6,2.16024689946929,25,2,9,6.48,1.89560896108172,25,2,9,7,2.16024689946929,25,1,9,4.32,2.56124969497314,25,5,16,10.64,2.98440390474659,25,5,9,7,1,25,1,9,4.68,2.28619042659763,25,1,9,6.64,1.89032625050104,25,1,9,6.28,2.55799400572662,25,3,9,5.68,1.65126214353344,25,2,9,6.84,1.77200451466694,25,1,8,4.36,2.09920619917784,25,5,16,10.56,2.88790581563873
ambitny,ambitious,A,7,337,397,50,5,9,7.14,0.969114891779807,50,1,9,4.88,2.13465095364033,50,2,9,7.14,1.44292786248188,50,1,9,6.04,2.5391626451993,50,1,9,5.68,2.4027195476147,50,2,9,6.7,1.69332422730424,50,1,9,5.08,2.23916894204533,50,4,16,10.24,3.21704643347,25,5,9,6.96,1.05987420637231,25,1,9,5.52,1.82847842025366,25,4,9,7.4,1.38443731048635,25,1,9,6.4,2.29128784747792,25,1,9,6.52,2.08406653764541,25,4,9,6.92,1.46969384566991,25,2,9,5.2,2.48327740429189,25,4,15,10.6,3.42782730020052,25,6,9,7.32,0.852447456836295,25,1,9,4.24,2.25979350089044,25,2,9,6.88,1.48099065943487,25,1,9,5.68,2.76465790529919,25,1,9,4.84,2.44404037064311,25,2,9,6.48,1.89560896108172,25,1,8,4.96,2.00997512422418,25,6,16,9.88,3.01827765455731
ambulans,ambulance,N,8,394,153,50,1,9,4.26,1.57544940138569,50,1,9,4.92,2.69421148208601,50,1,8,5.12,1.98607396536946,50,1,9,5.6,2.61861468283191,50,1,9,3.92,2.3546740317756,50,1,9,2.28,2.2227028958602,50,1,9,7.98,1.74367662233148,50,4,15,9.44,2.96345082907183,25,1,9,4.2,1.77951304200522,25,1,9,5.6,2.53311402559511,25,1,8,5.48,2.06397674405503,25,1,9,5.8,2.72335577306136,25,1,9,4.32,2.54492959955019,25,1,9,1.84,2.2300971578237,25,4,9,8.24,1.50775771705315,25,4,15,9.32,3.00998338865848,25,1,6,4.32,1.37598449603669,25,1,8,4.24,2.72763633939717,25,2,8,4.76,1.87705443004015,25,1,9,5.4,2.54950975679639,25,1,8,3.52,2.12367605815953,25,1,8,2.72,2.17025344142107,25,1,9,7.72,1.94764815439887,25,5,15,9.56,2.9732137494637
anchois,anchovy,N,7,53,27,40,1,7,4.825,1.43021425685553,42,1,9,3.73809523809524,2.5572424535656,32,1,7,4.65625,1.4052751997729,42,1,9,4.80952380952381,1.82446912075541,43,1,8,2.65116279069767,1.98666651801972,37,1,9,1.83783783783784,1.84862581866029,32,1,9,6.1875,2.72902558528888,39,4,18,13.3333333333333,3.51188458428425,19,1,6,4.26315789473684,1.40799720892865,21,1,8,3.61904761904762,2.35533841466976,18,1,7,4.83333333333333,1.33944676902773,21,2,9,4.61904761904762,1.59612626305661,21,1,7,2,1.7606816861659,21,1,9,1.61904761904762,1.77415305078763,18,1,9,5.72222222222222,2.98635239943225,21,4,18,13.5714285714286,3.34023095865284,21,3,7,5.33333333333333,1.27801930084539,21,1,9,3.85714285714286,2.79795843939316,14,2,7,4.42857142857143,1.50457178749844,21,1,8,5,2.04939015319192,22,1,8,3.27272727272727,2.02794332084359,16,1,7,2.125,1.96214168703486,14,1,9,6.78571428571429,2.32638945838566,18,5,18,13.0555555555556,3.78032401695974
anemiczny,anemic,A,9,12,26,50,1,7,3.28,1.1255837487767,50,1,9,3.36,2.3190427300232,50,1,8,3.16,1.40494752607363,50,1,9,5.24,1.73275762286358,50,1,8,3.06,2.01433637221,50,1,9,5.44,2.07177337031809,50,1,9,5.88,2.25551478354178,49,4,17,11.9387755102041,3.59634167862117,25,1,5,3.16,1.1060440015358,25,1,7,2.96,1.85921130231791,25,1,5,3,1.25830573921179,25,2,9,5.64,1.68027775481714,25,1,8,3.24,2.12681295212657,25,2,9,5.32,1.99415813481947,25,2,9,5.92,2.17791949652262,24,5,17,12.375,3.41113904219945,25,1,7,3.4,1.15470053837925,25,1,9,3.76,2.68141753555838,25,1,8,3.32,1.54704018478297,25,1,8,4.84,1.72433562085034,25,1,8,2.88,1.92180470738661,25,1,9,5.56,2.18097837372741,25,1,9,5.84,2.37486841740758,25,4,17,11.52,3.78725934328946
anglia,england,N,6,730,0,50,4,9,6.02,1.2204047505242,50,1,8,3.2,2.17593517310397,50,2,9,6,1.60356745147455,50,1,9,6.04,1.82901780266048,50,1,9,3.58,2.68852436576389,50,1,8,2.4,2.0303814862217,50,1,9,6.96,2.18492049077773,50,3,16,9.24,2.5995289997244,25,5,9,6.08,1.25565388012249,25,1,8,3.36,2.27082951070015,25,3,9,6.2,1.63299316185545,25,2,9,6.08,1.82391520270726,25,1,8,3.08,2.67581763205193,25,1,8,2.32,2.19317121994613,25,4,9,7,1.93649167310371,25,3,15,9.16,2.91089905928277,25,4,9,5.96,1.20692446601544,25,1,8,3.04,2.11108187114253,25,2,9,5.8,1.58113883008419,25,1,9,6,1.87082869338697,25,1,9,4.08,2.66020049369717,25,1,8,2.48,1.89560896108172,25,1,9,6.92,2.44812853693047,25,6,16,9.32,2.30434372436058
animusz,pep,N,7,4,46,44,4,7,5.72727272727273,0.949017518000305,43,1,9,4.25581395348837,2.41121411085206,45,3,9,6.24444444444444,1.33409069399272,43,1,9,4.81395348837209,2.33254218512854,46,1,7,3.67391304347826,1.90967533978466,38,1,9,5.84210526315789,2.06025865326418,39,1,9,4.15384615384615,2.36797116734827,45,4,18,12.6888888888889,3.77083437970854,23,4,7,5.65217391304348,0.934621734479391,19,1,7,4.42105263157895,2.24390011348506,22,5,9,6.45454545454546,1.26217019180204,20,1,9,4.8,2.28496228230992,23,1,7,3.91304347826087,1.90485130601412,18,1,9,6.05555555555556,2.0138409955991,20,1,8,3.7,2.10513157483527,23,4,18,13.0869565217391,4.11110517631828,21,4,7,5.80952380952381,0.980767435177556,24,1,9,4.125,2.57601816088656,23,3,8,6.04347826086957,1.39734361198686,23,1,9,4.82608695652174,2.42434947062737,23,1,7,3.43478260869565,1.92651562427946,20,1,9,5.65,2.13430624744781,19,1,9,4.63157894736842,2.58651473599749,22,4,18,12.2727272727273,3.42514258558702
anioł,angel,N,5,2217,2039,50,3,9,6.98,1.53183896420116,50,1,9,2.98,2.38609919906007,50,2,9,6.5,1.75254916376933,50,1,9,3.74,2.41432797934264,50,1,8,3.82,2.14466590329,50,1,9,5.58,2.8862092927632,50,1,9,8.12,1.5069905136275,50,3,14,6.68,2.95848830675811,25,5,9,7.4,1.3228756555323,25,1,9,2.84,2.54427461830152,25,2,9,6.6,1.80277563773199,25,1,9,4.24,2.55408170059874,25,1,8,3.8,2.38047614284762,25,1,9,5.32,2.89712501168544,25,6,9,8.44,0.86986589004666,25,3,14,6.04,2.49131825880731,25,3,9,6.56,1.6350331291241,25,1,8,3.12,2.26053091109146,25,2,9,6.4,1.73205080756888,25,1,9,3.24,2.20378462347541,25,1,8,3.84,1.92959408512084,25,1,9,5.84,2.91089905928277,25,1,9,7.8,1.91485421551268,25,3,14,7.32,3.28785644455472
antyczny,antique,A,8,59,76,50,2,9,5.82,1.27279220613579,49,1,7,3.28571428571429,1.91485421551268,50,1,9,6.04,1.49775341966642,50,1,9,6.08,1.94663498250238,49,1,7,3.3265306122449,1.92989372658661,50,1,9,5.28,2.33027982904042,50,1,9,6.16,2.02393837124855,50,4,16,10.88,3.08147857433435,25,4,8,5.72,1.06144555520604,24,1,7,3.58333333333333,2.04124145231931,25,4,8,6.2,1.22474487139159,25,1,9,6.24,1.89912260443255,24,1,7,3.04166666666667,1.98864530395129,25,2,9,5.32,1.99415813481947,25,2,9,6.6,1.93649167310371,25,5,16,11.48,2.84487843911358,25,2,9,5.92,1.46969384566991,25,1,7,3,1.77951304200522,25,1,9,5.88,1.73973178009332,25,1,9,5.92,2.01907569612104,25,1,7,3.6,1.87082869338697,25,1,9,5.24,2.66583320308429,25,1,9,5.72,2.05182845286832,25,4,16,10.28,3.24704994315353
antylopa,antelope,N,8,34,59,50,2,9,5.5,1.12938487863156,50,1,9,3.5,2.16888949295557,50,2,8,4.86,1.32495668007736,50,1,9,4.94,2.13245092294653,50,1,9,2.54,2.04250746257973,50,1,7,1.56,1.2315578321287,50,3,9,7.98,1.49133551981204,50,3,16,8.5,3.45968029666067,25,2,9,5.44,1.35646599662505,25,1,9,3.76,2.16564078277077,25,2,8,5.32,1.43527000944073,25,2,9,5.2,2.02072594216369,25,1,9,2.76,2.5377155080899,25,1,5,1.16,0.8,25,4,9,8.16,1.37477270848675,25,3,16,8.88,3.38279962949823,25,5,8,5.56,0.869865890046659,25,1,9,3.24,2.18479594775652,25,2,6,4.4,1.04083299973307,25,1,9,4.68,2.2494443758404,25,1,6,2.32,1.40593978059754,25,1,7,1.96,1.45716619962629,25,3,9,7.8,1.60727512683216,25,3,16,8.12,3.56277045756997
antypatia,dislike,N,9,0,38,50,1,7,3.4,1.35526185435788,50,1,8,4.08,2.31974664344965,50,1,8,4.02,1.74367662233148,50,1,9,4.76,2.2728207772973,50,1,8,3.94,2.03449838374706,50,1,9,6.92,2.10771178760091,50,1,9,4.64,2.43913668233292,50,4,17,11.88,3.43831947560527,25,1,6,3.08,1.38202749610853,25,1,8,4.24,2.42005509579155,25,1,8,4.04,1.79071680247511,25,1,9,5.24,2.20378462347541,25,1,8,4.48,2.12367605815953,25,1,9,7.36,2.0591260281974,25,1,9,5,2.59807621135332,25,4,17,12.04,3.27210431781547,25,2,7,3.72,1.27540843131393,25,1,7,3.92,2.25314594881616,25,1,8,4,1.73205080756888,25,1,9,4.28,2.28254244210267,25,1,6,3.4,1.82574185835055,25,2,9,6.48,2.10396451174127,25,1,9,4.28,2.26421435969889,25,4,17,11.72,3.65741256445956
anulować,to cancel,V,8,240,38,50,1,7,4.14,1.04997570428645,50,1,9,3.96,1.78382757471862,50,2,9,5.16,1.94159622948937,50,1,9,6.24,1.76773809122949,50,1,9,3.68,2.57491826698104,50,1,9,5.16,2.13197235499173,50,1,9,5.24,2.51979914975421,50,4,17,9.88,3.45608012000856,25,1,7,4.36,1.28711563842052,25,1,8,4.04,1.64519502390041,25,2,9,5.12,2.08806130178211,25,3,9,6.56,1.41656862405839,25,1,9,3.76,2.50466231922256,25,1,9,4.72,2.20831761000692,25,1,9,5.28,2.55799400572662,25,4,17,9.76,3.86522961801754,25,2,5,3.92,0.702376916856849,25,1,9,3.88,1.94336477961979,25,2,8,5.2,1.82574185835055,25,1,9,5.92,2.03960780543711,25,1,9,3.6,2.69258240356725,25,3,9,5.6,2,25,1,9,5.2,2.53311402559511,25,5,17,10,3.06865877325366
anyż,anise,N,4,0,5,46,1,8,5.15217391304348,1.33278974426406,49,1,9,3.69387755102041,2.14285714285714,46,1,7,4.71739130434783,1.36076846717435,46,2,9,5.58695652173913,1.99528429560548,47,1,7,2.40425531914894,1.87268203930927,47,1,8,1.82978723404255,1.37238524405298,42,1,9,4.73809523809524,2.94717329482555,49,5,18,12.5102040816327,3.64075569639276,23,1,8,5.04347826086956,1.36442664846865,24,1,8,3.70833333333333,2.01038968030247,23,1,7,4.8695652173913,1.57550418556574,22,2,9,6,2.1380899352994,23,1,6,2.43478260869565,2.06322974873072,24,1,8,1.58333333333333,1.50120724365618,22,1,9,4.68181818181818,2.71479831113287,25,5,18,12.76,3.44335108094813,23,2,8,5.26086956521739,1.32175473258942,25,1,9,3.68,2.30434372436058,23,2,6,4.56521739130435,1.12112309584962,24,2,9,5.20833333333333,1.81728815323384,24,1,7,2.375,1.7147062113681,23,1,5,2.08695652173913,1.2027636160965,20,1,9,4.8,3.25414715159142,24,5,18,12.25,3.89257933933831
apartament,penthouse,N,10,1087,639,50,2,9,6.46,1.41724078002696,50,1,9,3.9,2.30571605593842,50,3,9,6.46,1.52810406740389,50,1,9,6.4,1.94831167099798,50,1,8,3.62,2.03930760558678,50,1,9,2.62,2.48168803643892,50,1,9,7.18,1.81479183041888,50,4,17,10.94,3.15846772460111,25,2,9,6.2,1.60727512683216,25,1,8,3.72,2.3895606290697,25,3,9,6.76,1.47986485869487,25,2,9,6.36,1.9122412679018,25,1,8,4.12,2.22336081942031,25,1,5,1.52,1.12249721603218,25,3,9,7.68,1.74928556845359,25,4,17,10.88,3.41955162752858,25,5,9,6.72,1.17331439378654,25,1,9,4.08,2.25314594881616,25,3,9,6.16,1.54596248337403,25,1,9,6.44,2.02237484161567,25,1,7,3.12,1.73973178009332,25,1,9,3.72,2.96535551550456,25,1,9,6.68,1.77294481959629,25,7,17,11,2.94392028877595
apatia,apathy,N,6,27,147,50,1,7,3.28,1.24605499927752,50,1,9,3.3,2.12132034355964,50,1,9,3.48,1.83213937621502,50,1,9,5.12,2.32677406531455,49,1,8,4.44897959183673,2.18957020601643,50,1,9,6.82,2.06713841444878,50,1,9,5.36,2.27461591285659,50,4,17,12.94,3.25394579938052,25,2,7,3.36,1.31909059582729,25,1,8,3.56,2.08326666559997,25,1,9,3.64,1.9122412679018,25,1,9,5.24,2.14631467093403,25,1,8,4.68,2.13541565040626,25,1,9,6.76,1.92093727122986,25,1,9,5.08,2.43104915622864,25,5,17,12.68,3.33816316757185,25,1,5,3.2,1.19023807142381,25,1,9,3.04,2.1694853460364,25,1,8,3.32,1.77294481959629,25,1,9,5,2.53311402559511,24,1,8,4.20833333333333,2.26464637160105,25,1,9,6.88,2.2420228961067,25,1,9,5.64,2.11896201004171,25,4,17,13.2,3.21455025366432
apatyczny,listless,A,9,23,74,50,1,8,3.58,1.2468736413731,50,1,8,3.38,2.05922513661457,50,1,7,3.08,1.41190275435495,50,1,9,5.1,2.0922597879824,50,1,7,3.5,1.69332422730424,50,3,9,6.64,1.79295674168426,49,1,8,4.75510204081633,2.24100621229336,49,4,17,12.6530612244898,3.15271721699554,25,2,8,3.8,1.3228756555323,25,1,7,3.24,1.85472369909914,25,1,7,3.44,1.52970585407784,25,2,9,5.08,1.93476958145753,25,1,7,3.96,1.64519502390041,25,4,9,6.76,1.78605710994918,24,1,8,4.70833333333333,2.36788598922562,25,6,17,12.32,2.71906846793775,25,1,5,3.36,1.15036226178249,25,1,8,3.52,2.27522892621087,25,1,5,2.72,1.20830459735946,25,1,9,5.12,2.27888861801829,25,1,6,3.04,1.64519502390041,25,3,9,6.52,1.82847842025366,25,1,8,4.8,2.16024689946929,24,4,17,13,3.57527742918674
apodyktyczny,bossy,A,12,29,45,46,1,6,3.28260869565217,1.1481974951735,48,1,9,5.125,2.33953077674117,46,2,9,6.17391304347826,2.51488323410043,49,1,9,5.93877551020408,2.35768392058557,48,1,7,4.35416666666667,1.983866666476,47,4,9,6.93617021276596,1.25809129618173,49,1,9,4.44897959183674,2.47538906445192,50,4,18,13.2,3.96412483586046,25,1,5,3.04,1.17189305541646,25,1,9,5.56,2.18097837372741,24,2,9,6.83333333333333,2.42570772580179,24,2,9,6.54166666666667,1.95557545554214,24,1,7,4.875,1.87228063671254,24,5,9,7.08333333333333,1.2128538629009,25,1,9,4.56,2.41660919471891,25,4,18,13.76,3.44335108094813,21,2,6,3.57142857142857,1.07570574840095,23,1,9,4.65217391304348,2.46075922600718,22,2,9,5.45454545454546,2.46358764188816,25,1,9,5.36,2.59615099714943,24,1,7,3.83333333333333,1.99274044791428,23,4,9,6.78260869565217,1.31275289300872,24,1,9,4.33333333333333,2.58198889747161,25,5,18,12.64,4.42417600614322
areszt,arrest,N,6,365,202,50,1,5,2.98,0.99979589753844,50,1,9,5.32,2.15179090100145,50,1,9,3.62,2.19358991944572,50,1,9,5.62,2.3723750262777,50,1,8,3.56,2.22380442540458,50,1,9,3.02,2.12362800847214,50,1,9,7.16,1.82231071075451,50,3,17,8.28,3.14960314960472,25,1,5,2.68,1.0295630140987,25,1,9,5.72,1.90438091427809,25,1,9,3.48,2.23830292855994,25,2,9,5.96,2.28181214534998,25,1,8,4,2.39791576165636,25,1,8,2.28,1.88237438713273,25,2,9,7.44,1.6350331291241,25,3,15,8.88,2.93428015022424,25,2,5,3.28,0.890692614392492,25,1,8,4.92,2.34378611083293,25,1,9,3.76,2.18479594775652,25,1,9,5.28,2.45831920899897,25,1,8,3.12,1.98578280114753,25,1,9,3.76,2.12681295212657,25,1,9,6.88,1.98578280114753,25,3,17,7.68,3.30050501186308
arka,ark,N,4,272,138,50,1,9,5.74,1.25860304808667,50,1,9,3.08,2.1365621823817,50,2,9,5.84,1.43370506174793,50,1,9,5.6,2.20389266007736,50,1,8,3.32,2.19870091515097,49,1,8,3.08163265306122,2.47349899513049,50,1,9,6.42,2.2139631101401,50,4,15,8.62,2.58638507479108,25,4,9,5.96,1.09848380355227,25,1,7,2.96,1.96807858921674,25,3,8,6,1.47196014438797,25,1,9,5.56,2.10317220724631,25,1,8,3.24,2.33238075793812,24,1,8,2.66666666666667,2.46129458100666,25,2,9,6.44,2.34662878757307,25,4,15,8.72,2.45831920899897,25,1,8,5.52,1.38804418757713,25,1,9,3.2,2.32737334062816,25,2,9,5.68,1.40593978059754,25,1,9,5.64,2.343074902772,25,1,8,3.4,2.10158670215308,25,1,8,3.48,2.46846781087648,25,1,9,6.4,2.12132034355964,25,5,14,8.52,2.75560035805872
arkusz,sheet,N,6,84,615,50,2,7,5.12,0.917850194526229,50,1,9,3.56,2.09138173249658,50,2,7,4.88,0.939821954479916,50,1,9,6.58,2.22316193283167,50,1,8,3.54,2.14960841236971,50,1,8,2.42,1.9906926289252,50,1,9,7.08,1.86087537004958,50,4,18,10.18,4.08426547738953,25,2,7,5.08,0.99666109251507,25,1,8,3.72,1.92613602842582,25,3,6,4.8,0.866025403784439,25,4,9,6.88,1.66633329999333,25,1,8,3.28,2.15096877398689,25,1,8,1.92,1.63095064303001,25,1,9,7.28,1.94764815439887,25,4,18,10.68,4.11015003781289,25,4,7,5.16,0.850490054811539,25,1,9,3.4,2.27303028283098,25,2,7,4.96,1.01980390271856,25,1,9,6.28,2.66958174002346,25,1,8,3.8,2.16024689946929,25,1,8,2.92,2.21585198061603,25,1,9,6.88,1.78699002049069,25,4,17,9.68,4.07962416569631
armata,cannon,N,6,129,126,50,1,9,4.64,1.45349683908307,50,1,9,4.34,2.52828892691464,50,2,9,6.66,1.66120192533439,50,1,9,5.64,2.56952310353338,50,1,8,3.38,2.13703972249236,50,1,8,1.9,1.69332422730424,50,1,9,7.92,1.71237989300248,50,4,13,8.16,2.59795838209584,25,1,9,4.56,1.58324561160506,25,1,9,4.76,2.47116706571342,25,2,9,6.48,2.08406653764541,25,1,9,6,2.51661147842358,25,1,8,3.36,2.23383079036887,25,1,8,1.4,1.44337567297406,25,2,9,8.04,1.74355957741627,25,4,13,8.52,2.53508711224421,25,1,7,4.72,1.33915396177338,25,1,9,3.92,2.56450125105578,25,5,9,6.84,1.1060440015358,25,1,9,5.28,2.62233992202892,25,1,7,3.4,2.08166599946613,25,1,6,2.4,1.80277563773199,25,1,9,7.8,1.70782512765993,25,4,13,7.8,2.66145323711188
arogancki,arrogant,A,9,567,272,50,1,7,3.04,1.14214263378895,50,1,9,5.34,2.22793031071166,50,2,9,5.48,2.04280719219651,50,1,9,4.64,2.22930390892928,50,1,9,4.26,2.00824829751946,50,2,9,6.42,1.91758777038832,50,1,9,4.98,2.5029778183563,50,4,17,11.1,3.66032227866256,25,1,7,2.92,1.32035348802256,25,1,9,5.64,2.0591260281974,25,2,9,5.96,2.03059925473574,25,1,9,4.72,2.17025344142107,25,1,9,4.6,2.10158670215308,25,2,9,6.76,1.80923556601492,25,1,9,5.24,2.66583320308429,25,5,17,11.08,3.58143360495021,25,1,5,3.16,0.943398113205661,25,1,9,5.04,2.38886304895586,25,2,8,5,1.97905701450632,25,1,9,4.56,2.32880512996114,25,1,8,3.92,1.89120772700057,25,2,9,6.08,1.99833263830958,25,1,9,4.72,2.35442845152137,25,4,17,11.12,3.81138644939957
artystyczny,artistic,A,11,211,259,50,4,9,6.66,1.22240979801608,50,1,9,3.92,2.43142689273066,50,3,9,5.94,1.36142182579651,50,1,9,4.56,2.2511674975534,50,1,9,4.58,2.44189621869095,50,1,9,6.42,2.09069854550178,50,1,9,5.04,2.01990098767242,50,3,16,9.38,3.36785524920413,25,4,9,6.92,1.28840987267251,25,1,8,4.04,2.18860686282393,25,3,9,6.2,1.38443731048635,25,1,9,4.28,1.96892525674965,25,1,9,4.76,2.22261107708929,25,2,9,6.8,1.82574185835055,25,1,9,5.32,2.37557010701291,25,3,15,9.52,3.38033528908992,25,4,8,6.4,1.11803398874989,25,1,9,3.8,2.69258240356725,25,3,8,5.68,1.31402688962847,25,1,9,4.84,2.51130776024498,25,1,9,4.4,2.67706306736817,25,1,9,6.04,2.3,25,1,7,4.76,1.58850034099251,25,5,16,9.24,3.41906419945575
as,ace,N,2,1888,777,50,4,9,6.32,1.25258915524474,50,1,9,4.2,2.71052370871575,50,2,9,7.2,1.72614942479922,50,1,9,6.12,1.68595639907794,50,1,8,3.76,2.37813166247826,50,1,9,3.04,2.64158270430314,50,1,9,7.42,1.93875617605827,50,4,17,8.36,3.19284915307406,25,5,9,6.28,1.13724814061547,25,1,9,4.72,2.60640237364328,25,2,9,7.36,1.77670106283152,25,4,9,6.24,1.53514385862259,25,1,8,4.16,2.44404037064311,25,1,7,2.32,1.95192212959431,25,3,9,7.4,1.95789002074512,25,4,17,8.04,2.97881408169985,25,4,9,6.36,1.38082101181387,25,1,9,3.68,2.7646579052992,25,2,9,7.04,1.69509095134548,25,1,9,6,1.84842275106824,25,1,8,3.36,2.28910462845192,25,1,9,3.76,3.05886689260364,25,1,9,7.44,1.95959179422654,25,4,15,8.68,3.42442209236342
